CustomerID,Max_InvoiceDate,CountDistinct(InvoiceDate),AVG(Revenue),Recency,Frequency,Monetary,RFM_Score
14045,40777.64,4,276.63,2,3,5,235
14046,40602.62,1,11.07,1,0,2,102
14047,40878.49,7,37.94,5,4,5,545
14048,40609.58,2,4.26,1,2,1,121
14049,40870.51,6,11.15,4,4,2,442
14050,40855.42,2,13.82,3,2,2,322
14051,40886.43,26,72.80,5,5,5,555
14052,40867.52,1,4.02,4,0,1,401
14053,40762.60,2,65.06,2,2,5,225
14054,40821.66,1,15.41,3,0,2,302
14055,40780.63,1,72.56,2,0,5,205
14056,40885.57,29,7.27,5,5,1,551
14057,40863.44,18,21.18,4,5,4,454
14059,40620.42,1,22.95,1,0,4,104
14060,40882.52,20,30.10,5,5,5,555
14062,40877.42,12,94.28,5,5,5,555
14064,40857.55,7,14.62,4,4,2,442
14066,40620.51,1,21.79,1,0,4,104
14067,40823.43,2,7.21,3,2,1,321
14068,40566.67,1,11.08,1,0,2,102
14071,40883.52,9,3.93,5,5,1,551
14073,40865.68,2,9.97,4,2,2,422
14075,40882.36,3,21.91,5,3,4,534
14076,40757.64,1,2.70,2,0,1,201
14077,40846.52,5,11.89,3,4,2,342
14078,40785.51,6,16.14,2,4,3,243
14079,40762.51,1,31.26,2,0,5,205
14080,40854.46,1,11.40,3,0,2,302
14081,40619.60,4,5.83,1,3,1,131
14082,40522.46,1,6.28,1,0,1,101
14083,40882.55,9,5.64,5,5,1,551
14085,40884.57,18,9.82,5,5,2,552
14087,40884.53,2,2.59,5,2,1,521
14088,40876.68,14,85.45,5,5,5,555
14089,40830.44,1,11.50,3,0,2,302
14090,40562.45,1,76.32,1,0,5,105
14092,40879.51,17,18.72,5,5,3,553
14093,40874.69,1,4.34,4,0,1,401
14096,40882.72,18,11.24,5,5,2,552
14098,40850.43,1,7.02,3,0,1,301
14099,40870.58,12,12.27,4,5,2,452
14100,40749.46,1,7.68,2,0,1,201
14101,40813.52,6,170.77,2,4,5,245
14102,40881.65,8,16.83,5,5,3,553
14104,40732.53,2,10.30,2,2,2,222
14105,40801.68,2,16.58,2,2,3,223
14107,40835.51,8,21.68,3,5,4,354
14108,40856.45,3,16.98,4,3,3,433
14109,40863.58,2,9.35,4,2,2,422
14110,40883.52,13,36.11,5,5,5,555
14111,40872.57,5,62.60,4,4,5,445
14112,40864.52,12,16.50,4,5,3,453
14113,40883.51,8,48.73,5,5,5,555
14114,40613.40,2,25.77,1,2,4,124
14116,40867.44,5,19.20,4,4,4,444
14117,40743.41,1,30.00,2,0,5,205
14119,40532.58,1,-19.90,1,0,1,101
14121,40883.51,6,17.28,5,4,3,543
14124,40802.56,1,83.92,2,0,5,205
14125,40876.53,3,16.32,5,3,3,533
14126,40879.49,3,40.23,5,3,5,535
14127,40764.45,3,16.13,2,3,3,233
14128,40826.50,2,13.86,3,2,2,322
14129,40885.46,4,21.61,5,3,4,534
14130,40567.67,1,7.29,1,0,1,101
14132,40884.57,12,17.81,5,5,3,553
14133,40757.48,5,19.68,2,4,4,244
14135,40885.48,15,35.00,5,5,5,555
14138,40885.53,2,20.90,5,2,4,524
14139,40840.57,1,15.99,3,0,3,303
14140,40883.38,3,14.17,5,3,2,532
14141,40884.41,6,19.87,5,4,4,544
14142,40513.69,1,14.17,1,0,2,102
14143,40753.41,1,16.54,2,0,3,203
14145,40840.51,5,340.20,3,4,5,345
14146,40878.43,6,13.86,5,4,2,542
14147,40837.57,3,96.68,3,3,5,335
14148,40653.50,1,52.40,1,0,5,105
14149,40674.52,3,7.04,1,3,1,131
14150,40851.42,2,25.33,3,2,4,324
14152,40811.54,3,12.22,2,3,2,232
14154,40647.68,2,25.88,1,2,4,124
14155,40620.59,1,19.79,1,0,4,104
14156,40877.45,65,82.08,5,5,5,555
14157,40867.48,3,8.35,4,3,1,431
14158,40846.63,1,12.38,3,0,2,302
14159,40867.53,14,3.89,4,5,1,451
14161,40671.49,3,10.55,1,3,2,132
14162,40713.48,2,11.57,2,2,2,222
14163,40799.64,4,47.04,2,3,5,235
14164,40816.52,2,56.27,3,2,5,325
14165,40611.53,1,5.02,1,0,1,101
14167,40847.60,4,11.25,3,3,2,332
14171,40788.70,1,6.27,2,0,1,201
14173,40876.50,4,15.55,5,3,3,533
14174,40853.55,1,5.17,3,0,1,301
14175,40835.57,7,18.95,3,4,4,344
14176,40589.55,5,17.94,1,4,3,143
14177,40802.41,5,12.96,2,4,2,242
14178,40878.50,7,5.03,5,4,1,541
14179,40846.50,2,4.39,3,2,1,321
14180,40876.46,31,18.71,5,5,3,553
14184,40820.53,1,18.87,3,0,4,304
14185,40555.58,1,65.88,1,0,5,105
14188,40878.41,10,28.44,5,5,5,555
14189,40884.66,24,16.67,5,5,3,553
14191,40885.39,14,17.77,5,5,3,553
14193,40819.40,2,20.32,3,2,4,324
14194,40882.44,31,18.63,5,5,3,553
14195,40685.44,3,120.34,1,3,5,135
14196,40780.43,1,55.92,2,0,5,205
14198,40882.69,7,15.08,5,4,2,542
14199,40668.57,1,92.70,1,0,5,105
14201,40826.56,9,17.64,3,5,3,353
14204,40884.57,1,3.86,5,0,1,501
14205,40876.50,4,7.33,5,3,1,531
14206,40647.69,2,14.68,1,2,2,122
14208,40792.53,1,15.17,2,0,2,202
14209,40876.43,7,23.49,5,4,4,544
14210,40795.54,7,18.46,2,4,3,243
14211,40833.56,13,18.71,3,5,3,353
14212,40797.53,1,118.94,2,0,5,205
14213,40515.41,1,-238.44,1,0,0,100
14214,40856.44,7,14.29,4,4,2,442
14215,40875.51,7,16.31,4,4,3,443
14216,40883.62,4,31.17,5,3,5,535
14217,40885.50,24,18.38,5,5,3,553
14218,40844.42,1,14.12,3,0,2,302
14219,40882.68,1,12.85,5,0,2,502
14220,40639.56,2,30.11,1,2,5,125
14221,40844.57,10,17.60,3,5,3,353
14222,40709.70,1,16.66,2,0,3,203
14223,40794.57,4,15.99,2,3,3,233
14224,40776.56,4,8.95,2,3,2,232
14226,40858.48,7,30.34,4,4,5,445
14227,40860.66,13,18.12,4,5,3,453
14229,40835.42,6,34.90,3,4,5,345
14231,40707.65,5,15.22,1,4,2,142
14232,40855.51,8,17.32,3,5,3,353
14233,40843.39,5,40.21,3,4,5,345
14234,40864.75,4,4.88,4,3,1,431
14235,40876.56,6,39.81,5,4,5,545
14236,40806.38,2,32.72,2,2,5,225
14237,40513.56,1,17.89,1,0,3,103
14238,40560.61,1,18.36,1,0,3,103
14239,40843.61,14,20.03,3,5,4,354
14240,40856.57,2,21.20,4,2,4,424
14241,40703.49,1,21.37,1,0,4,104
14242,40652.49,2,17.53,1,2,3,123
14243,40878.47,14,17.35,5,5,3,553
14245,40710.61,5,14.98,2,4,2,242
14246,40776.49,3,19.65,2,3,4,234
14247,40608.64,1,6.84,1,0,1,101
14248,40568.61,1,37.82,1,0,5,105
14250,40879.60,3,17.15,5,3,3,533
14251,40885.36,5,36.92,5,4,5,545
14256,40632.69,3,18.28,1,3,3,133
14257,40835.57,6,28.85,3,4,5,345
14258,40877.64,10,112.95,5,5,5,555
14259,40745.45,1,24.00,2,0,4,204
14261,40836.42,2,22.37,3,2,4,324
14262,40878.60,8,18.31,5,5,3,553
14264,40732.43,3,16.81,2,3,3,233
14265,40777.56,2,17.10,2,2,3,223
14267,40736.47,7,20.92,2,4,4,244
14270,40555.40,1,16.99,1,0,3,103
14271,40661.53,1,11.23,1,0,2,102
14272,40813.42,2,13.27,2,2,2,222
14273,40835.56,4,19.31,3,3,4,334
14276,40798.74,5,13.59,2,4,2,242
14277,40871.63,4,17.46,4,3,3,433
14280,40690.44,1,16.76,1,0,3,103
14282,40883.71,15,24.04,5,5,4,554
14284,40856.34,3,17.01,4,3,3,433
14285,40865.62,4,70.74,4,3,5,435
14286,40863.44,5,16.03,4,4,3,443
14287,40878.56,4,15.62,5,3,3,533
14288,40674.64,2,24.34,1,2,4,124
14289,40878.49,6,19.39,5,4,4,544
14290,40875.58,6,22.40,5,4,4,544
14291,40885.43,11,16.27,5,5,3,553
14292,40879.49,14,44.62,5,5,5,555
14293,40883.64,4,17.16,5,3,3,533
14295,40846.66,2,26.28,3,2,4,324
14297,40869.38,5,20.06,4,4,4,444
14298,40883.63,45,31.03,5,5,5,555
14299,40878.67,18,17.63,5,5,3,553
14300,40868.37,1,14.40,4,0,2,402
14301,40779.38,2,39.50,2,2,5,225
14304,40664.49,2,11.83,1,2,2,122
14305,40815.65,5,16.40,2,4,3,243
14306,40835.56,3,59.53,3,3,5,335
14307,40798.40,6,16.64,2,4,3,243
14309,40878.56,10,18.86,5,5,4,554
14311,40661.83,2,8.51,1,2,1,121
14312,40840.41,6,18.52,3,4,3,343
14314,40780.44,1,15.00,2,0,2,202
14315,40865.65,7,23.62,4,4,4,444
14317,40822.45,1,21.19,3,0,4,304
14320,40680.39,3,9.33,1,3,2,132
14321,40876.41,5,12.39,5,4,2,542
14323,40772.48,4,14.01,2,3,2,232
14326,40652.46,2,22.98,1,2,4,124
14327,40723.58,1,25.97,2,0,4,204
14329,40878.35,14,18.24,5,5,3,553
14331,40762.55,2,16.52,2,2,3,223
14332,40864.50,3,33.32,4,3,5,435
14333,40822.81,2,18.50,3,2,3,323
14334,40870.42,9,15.58,4,5,3,453
14335,40870.57,2,7.53,4,2,1,421
14336,40870.49,4,17.94,4,3,3,433
14338,40728.67,4,16.30,2,3,3,233
14339,40652.48,4,17.35,1,3,3,133
14340,40668.41,1,22.45,1,0,4,104
14341,40841.66,8,16.50,3,5,3,353
14342,40865.56,6,26.47,4,4,4,444
14344,40759.58,8,12.53,2,5,2,252
14345,40848.41,1,18.16,3,0,3,303
14346,40766.41,2,17.03,2,2,3,223
14348,40626.68,1,22.75,1,0,4,104
14349,40876.65,1,4.31,5,0,1,501
14350,40616.52,2,12.32,1,2,2,122
14351,40722.50,1,51.00,2,0,5,205
14352,40729.65,4,22.96,2,3,4,234
14353,40671.67,1,15.10,1,0,2,102
14354,40881.48,2,18.18,5,2,3,523
14355,40521.51,1,15.85,1,0,3,103
14356,40826.72,4,17.55,3,3,3,333
14357,40843.68,1,5.63,3,0,1,301
14359,40867.55,6,15.75,4,4,3,443
14360,40855.38,4,18.04,3,3,3,333
14362,40864.63,1,4.09,4,0,1,401
14364,40778.46,8,53.87,2,5,5,255
14367,40878.55,19,17.21,5,5,3,553
14368,40567.41,1,19.38,1,0,4,104
14371,40591.69,1,25.13,1,0,4,104
14373,40528.65,1,19.14,1,0,4,104
14375,40701.57,1,3.57,1,0,1,101
14377,40695.56,2,56.10,1,2,5,125
14379,40842.70,2,7.57,3,2,1,321
14381,40834.72,1,3.62,3,0,1,301
14382,40860.68,1,4.86,4,0,1,401
14383,40848.66,3,21.15,3,3,4,334
14385,40877.65,3,14.44,5,3,2,532
14386,40590.41,1,20.34,1,0,4,104
14387,40854.52,3,12.43,3,3,2,332
14388,40878.47,10,16.61,5,5,3,553
14389,40878.39,5,16.12,5,4,3,543
14390,40876.58,13,15.86,5,5,3,553
14393,40668.76,1,13.59,1,0,2,102
14395,40884.61,12,9.77,5,5,2,552
14396,40821.67,2,6.68,3,2,1,321
14397,40886.41,23,27.25,5,5,5,555
14400,40745.75,2,22.99,2,2,4,224
14401,40882.56,14,22.09,5,5,4,554
14403,40756.54,5,54.86,2,4,5,245
14404,40853.52,7,13.96,3,4,2,342
14406,40767.70,1,19.59,2,0,4,204
14407,40779.58,9,27.78,2,5,5,255
14408,40876.49,7,24.52,5,4,4,544
14409,40815.76,7,34.70,2,4,5,245
14410,40871.47,15,2.33,4,5,1,451
14411,40576.46,1,75.93,1,0,5,105
14412,40851.55,3,16.92,3,3,3,333
14413,40524.57,1,5.50,1,0,1,101
14414,40795.51,8,15.15,2,5,2,252
14415,40885.61,18,9.58,5,5,2,552
14416,40864.64,2,35.02,4,2,5,425
14418,40883.49,3,15.49,5,3,2,532
14419,40876.47,6,5.21,5,4,1,541
14420,40801.71,2,12.86,2,2,2,222
14421,40829.56,2,30.12,3,2,5,325
14422,40886.48,6,19.21,5,4,4,544
14423,40668.63,1,88.40,1,0,5,105
14424,40869.49,1,322.08,4,0,5,405
14426,40868.49,16,16.18,4,5,3,453
14427,40836.60,2,21.37,3,2,4,324
14428,40879.55,7,8.58,5,4,1,541
14431,40588.46,2,20.16,1,2,4,124
14432,40877.34,6,5.92,5,4,1,541
14434,40865.37,6,114.40,4,4,5,445
14436,40788.43,1,9.90,2,0,2,202
14437,40743.62,2,-7.23,2,2,1,221
14438,40580.62,1,14.66,1,0,2,102
14439,40567.49,1,83.16,1,0,5,105
14440,40878.65,5,42.87,5,4,5,545
14441,40886.38,10,27.63,5,5,5,555
14442,40885.50,5,23.31,5,4,4,544
14443,40833.42,7,14.29,3,4,2,342
14446,40886.48,4,3.60,5,3,1,531
14447,40868.35,5,16.62,4,4,3,443
14448,40877.58,2,18.77,5,2,3,523
14449,40868.50,4,3.53,4,3,1,431
14450,40706.45,3,12.08,1,3,2,132
14451,40826.57,2,6.08,3,2,1,321
14452,40876.50,2,4.32,5,2,1,521
14453,40696.59,1,5.45,1,0,1,101
14456,40881.58,14,3.13,5,5,1,551
14457,40576.40,1,28.41,1,0,5,105
14459,40731.57,1,49.67,2,0,5,205
14460,40776.60,4,27.15,2,3,5,235
14461,40738.72,3,11.68,2,3,2,232
14462,40823.39,14,8.28,3,5,1,351
14463,40788.64,3,88.27,2,3,5,235
14465,40640.53,3,8.44,1,3,1,131
14466,40857.59,7,31.56,4,4,5,445
14467,40869.53,4,6.70,4,3,1,431
14470,40875.44,2,10.73,4,2,2,422
14472,40783.46,8,6.91,2,5,1,251
14473,40812.63,2,33.48,2,2,5,225
14474,40843.54,2,17.92,3,2,3,323
14475,40815.45,6,17.02,2,4,3,243
14476,40629.65,1,11.35,1,0,2,102
14477,40867.47,5,118.89,4,4,5,445
14479,40633.38,2,17.57,1,2,3,123
14480,40875.69,1,21.47,5,0,4,504
14481,40722.44,2,21.22,2,2,4,224
14482,40868.55,6,14.77,4,4,2,442
14483,40737.41,2,12.92,2,2,2,222
14484,40836.59,1,22.99,3,0,4,304
14485,40848.52,1,3.54,3,0,1,301
14487,40860.51,7,8.16,4,4,1,441
14488,40835.61,2,21.38,3,2,4,324
14489,40679.62,1,15.45,1,0,2,102
14491,40711.64,2,20.05,2,2,4,224
14493,40879.68,7,19.49,5,4,4,544
14494,40861.39,1,19.94,4,0,4,404
14495,40836.52,2,20.63,3,2,4,324
14496,40575.38,2,28.36,1,2,5,125
14497,40585.64,2,14.76,1,2,2,122
14498,40844.51,5,10.14,3,4,2,342
14499,40860.54,3,4.25,4,3,1,431
14500,40798.70,3,50.98,2,3,5,235
14501,40822.84,3,15.86,3,3,3,333
14502,40867.49,14,3.74,4,5,1,451
14503,40883.56,6,21.61,5,4,4,544
14504,40839.67,4,6.29,3,3,1,331
14505,40869.66,11,7.37,4,5,1,451
14506,40869.54,5,6.44,4,4,1,441
14507,40863.51,7,13.95,4,4,2,442
14508,40864.83,2,4.87,4,2,1,421
14511,40875.71,6,17.85,5,4,3,543
14512,40699.53,2,11.97,1,2,2,122
14513,40786.48,4,24.36,2,3,4,234
14514,40825.67,4,14.46,3,3,2,332
14515,40869.48,6,20.81,4,4,4,444
14517,40853.60,2,18.36,3,2,3,323
14518,40822.61,1,10.90,3,0,2,302
14520,40885.41,2,67.65,5,2,5,525
14522,40862.56,4,57.33,4,3,5,435
14523,40778.55,1,20.09,2,0,4,204
14524,40855.52,9,9.36,4,5,2,452
14525,40878.37,13,14.41,5,5,2,552
14527,40884.51,85,7.76,5,5,1,551
14528,40849.71,1,20.23,3,0,4,304
14529,40826.64,3,2.71,3,3,1,331
14530,40861.44,6,13.44,4,4,2,442
14532,40650.55,4,14.58,1,3,2,132
14533,40862.50,9,29.63,4,5,5,455
14534,40884.51,25,7.34,5,5,1,551
14535,40827.68,4,8.55,3,3,1,331
14536,40627.51,1,9.50,1,0,2,102
14537,40829.45,1,35.56,3,0,5,305
14538,40822.44,2,20.43,3,2,4,324
14539,40871.41,2,16.80,4,2,3,423
14540,40877.43,3,13.11,5,3,2,532
14541,40828.42,8,13.84,3,5,2,352
14542,40701.35,1,20.65,1,0,4,104
14543,40883.44,21,29.74,5,5,5,555
14544,40862.63,2,18.06,4,2,3,423
14546,40882.69,9,6.03,5,5,1,551
14547,40883.46,9,11.03,5,5,2,552
14548,40736.51,2,163.20,2,2,5,225
14549,40575.57,1,5.17,1,0,1,101
14550,40876.51,2,16.11,5,2,3,523
14551,40868.57,2,18.62,4,2,3,423
14552,40735.53,1,2.88,2,0,1,201
14553,40867.56,5,7.49,4,4,1,441
14554,40876.70,4,11.09,5,3,2,532
14555,40829.68,2,16.45,3,2,3,323
14557,40822.86,2,7.86,3,2,1,321
14560,40879.64,24,28.61,5,5,5,555
14561,40811.53,3,15.66,2,3,3,233
14562,40883.46,22,10.86,5,5,2,552
14565,40791.53,6,23.83,2,4,4,244
14566,40776.46,1,358.00,2,0,5,205
14567,40851.58,3,44.84,3,3,5,335
14569,40885.62,1,18.95,5,0,4,504
14570,40606.46,2,7.52,1,2,1,121
14572,40883.61,10,10.40,5,5,2,552
14573,40707.47,12,6.82,1,5,1,151
14576,40514.74,1,35.40,1,0,5,105
14577,40874.53,4,6.99,4,3,1,431
14578,40883.72,1,7.03,5,0,1,501
14581,40870.53,1,8.15,4,0,1,401
14582,40846.50,1,19.02,3,0,4,304
14583,40881.52,5,3.27,5,4,1,541
14584,40717.77,5,10.54,2,4,2,242
14585,40836.61,1,5.42,3,0,1,301
14586,40659.73,3,4.97,1,3,1,131
14587,40868.48,10,4.24,4,5,1,451
14589,40515.49,1,13.25,1,0,2,102
14591,40871.58,4,7.50,4,3,1,431
14592,40851.69,3,3.48,3,3,1,331
14593,40865.53,3,4.09,4,3,1,431
14594,40879.56,2,6.99,5,2,1,521
14595,40867.51,6,17.06,4,4,3,443
14597,40875.55,2,18.43,4,2,3,423
14598,40842.55,1,4.44,3,0,1,301
14600,40581.41,1,15.73,1,0,3,103
14601,40876.41,1,30.57,5,0,5,505
14603,40612.44,1,330.00,1,0,5,105
14606,40885.81,129,4.22,5,5,1,551
14607,40871.44,17,152.39,4,5,5,455
14608,40882.70,4,89.26,5,3,5,535
14609,40814.54,4,150.39,2,3,5,235
14616,40644.41,3,135.36,1,3,5,135
14618,40877.57,4,31.68,5,3,5,535
14619,40647.72,2,17.25,1,2,3,123
14620,40682.59,3,13.11,1,3,2,132
14621,40885.68,6,18.39,5,4,3,543
14622,40702.53,1,15.27,1,0,2,102
14623,40854.58,6,6.47,3,4,1,341
14624,40829.57,2,17.37,3,2,3,323
14625,40701.65,5,14.89,1,4,2,142
14626,40878.37,7,22.18,5,4,4,544
14627,40575.45,1,-4.37,1,0,1,101
14628,40795.62,2,28.00,2,2,5,225
14629,40882.70,3,6.17,5,3,1,531
14631,40836.47,3,24.56,3,3,4,334
14632,40624.37,1,14.32,1,0,2,102
14633,40620.71,1,17.25,1,0,3,103
14636,40850.68,2,21.78,3,2,4,324
14638,40836.42,1,27.73,3,0,5,305
14639,40834.63,8,16.87,3,5,3,353
14640,40871.46,8,18.08,4,5,3,453
14641,40865.45,1,15.78,4,0,3,403
14642,40828.46,1,48.06,3,0,5,305
14643,40716.61,3,19.67,2,3,4,234
14644,40877.62,4,26.91,5,3,4,534
14645,40730.39,2,19.90,2,2,4,224
14646,40885.51,77,134.09,5,5,5,555
14647,40685.57,1,8.43,1,0,1,101
14649,40882.52,4,7.34,5,3,1,531
14651,40819.66,2,6.47,3,2,1,321
14652,40809.60,1,3.94,2,0,1,201
14653,40885.57,8,8.23,5,5,1,551
14655,40883.45,5,38.60,5,4,5,545
14656,40717.58,2,3.64,2,2,1,221
14657,40869.53,5,6.60,4,4,1,441
14658,40881.65,2,8.52,5,2,1,521
14659,40878.51,12,9.48,5,5,2,552
14660,40800.48,2,9.52,2,2,2,222
14661,40860.49,1,26.99,4,0,4,404
14662,40858.51,4,4.71,4,3,1,431
14664,40867.46,2,6.49,4,2,1,421
14665,40826.50,7,12.99,3,4,2,342
14666,40862.54,1,13.95,4,0,2,402
14667,40876.48,27,16.06,5,5,3,553
14669,40645.49,3,7.59,1,3,1,131
14670,40606.59,2,3.19,1,2,1,121
14672,40652.43,2,12.55,1,2,2,122
14673,40883.60,5,23.46,5,4,4,544
14675,40870.54,1,6.15,4,0,1,401
14676,40855.56,8,57.80,4,5,5,455
14679,40515.42,1,-2.55,1,0,1,101
14680,40861.71,23,86.80,4,5,5,455
14681,40815.66,3,71.28,2,3,5,235
14682,40699.51,2,26.00,1,2,4,124
14684,40861.48,5,3.08,4,4,1,441
14687,40780.50,1,41.89,2,0,5,205
14688,40879.52,27,14.36,5,5,2,552
14689,40678.47,1,8.68,1,0,1,101
14690,40842.65,3,6.58,3,3,1,331
14691,40856.52,5,29.78,4,4,5,445
14692,40749.63,5,8.44,2,4,1,241
14693,40622.53,1,21.61,1,0,4,104
14696,40882.57,9,15.57,5,5,3,553
14697,40668.65,2,8.57,1,2,1,121
14698,40885.52,5,6.02,5,4,1,541
14699,40672.62,1,13.64,1,0,2,102
14700,40854.61,3,19.60,3,3,4,334
14701,40876.53,12,7.20,5,5,1,551
14702,40885.81,18,9.36,5,5,2,552
14703,40872.39,1,14.46,4,0,2,402
14704,40875.54,9,3.74,4,5,1,451
14705,40688.53,1,179.00,1,0,5,105
14708,40884.35,4,37.82,5,3,5,535
14709,40871.65,14,24.93,4,5,4,454
14710,40872.62,4,4.41,4,3,1,431
14711,40876.62,12,8.08,5,5,1,551
14712,40857.54,3,36.68,4,3,5,435
14713,40877.68,12,7.82,5,5,1,551
14714,40862.55,1,16.02,4,0,3,403
14715,40862.51,4,12.22,4,3,2,432
14716,40843.73,2,6.03,3,2,1,321
14719,40885.53,6,6.71,5,4,1,541
14720,40881.50,3,17.94,5,3,3,533
14722,40739.62,1,6.44,2,0,1,201
14723,40876.64,6,4.33,5,4,1,541
14725,40862.53,1,13.95,4,0,2,402
14727,40612.61,1,26.86,1,0,4,104
14729,40513.53,1,4.42,1,0,1,101
14730,40885.61,7,4.01,5,4,1,541
14731,40839.66,3,8.44,3,3,1,331
14732,40878.61,10,18.03,5,5,3,553
14733,40877.62,15,44.30,5,5,5,555
14735,40883.51,32,28.76,5,5,5,555
14737,40883.43,3,68.50,5,3,5,535
14738,40847.54,9,23.03,3,5,4,354
14739,40884.61,8,63.92,5,5,5,555
14740,40695.64,4,15.30,1,3,2,132
14741,40875.37,6,23.73,4,4,4,444
14744,40870.54,9,38.88,4,5,5,455
14745,40774.42,6,16.67,2,4,3,243
14747,40639.43,2,15.49,1,2,2,122
14748,40857.77,6,14.26,4,4,2,442
14752,40843.50,1,77.93,3,0,5,305
14753,40799.62,1,18.77,2,0,3,203
14754,40842.50,2,15.56,3,2,3,323
14755,40877.48,12,20.95,5,5,4,554
14756,40871.76,1,19.45,4,0,4,404
14757,40811.61,1,22.13,2,0,4,204
14758,40742.35,4,20.90,2,3,4,234
14759,40882.50,3,15.94,5,3,3,533
14760,40592.61,2,7.69,1,2,1,121
14761,40828.51,2,23.26,3,2,4,324
14762,40623.35,1,14.31,1,0,2,102
14764,40843.45,2,35.79,3,2,5,325
14765,40857.83,3,6.52,4,3,1,431
14766,40878.67,8,17.69,5,5,3,553
14768,40869.54,3,23.25,4,3,4,434
14769,40884.43,11,9.73,5,5,2,552
14770,40654.60,2,16.85,1,2,3,123
14772,40774.63,1,15.47,2,0,2,202
14775,40828.64,3,16.87,3,3,3,333
14776,40835.65,13,17.90,3,5,3,353
14777,40882.56,2,-5.82,5,2,1,521
14778,40759.64,2,20.88,2,2,4,224
14779,40606.53,3,9.42,1,3,2,132
14780,40832.53,2,16.58,3,2,3,323
14782,40567.47,1,33.35,1,0,5,105
14784,40860.56,2,18.41,4,2,3,423
14785,40876.56,2,25.80,5,2,4,524
14788,40879.71,2,22.65,5,2,4,524
14789,40858.37,1,32.94,4,0,5,405
14790,40870.39,4,16.20,4,3,3,433
14792,40823.39,2,0.00,3,2,1,321
14793,40882.68,2,14.28,5,2,2,522
14794,40884.42,9,15.51,5,5,2,552
14795,40720.54,1,21.91,2,0,4,204
14796,40885.65,27,6.73,5,5,1,551
14798,40834.46,3,14.48,3,3,2,332
14799,40835.68,1,12.13,3,0,2,302
14800,40839.53,15,11.09,3,5,2,352
14801,40825.64,1,3.27,3,0,1,301
14803,40724.58,3,19.22,2,3,4,234
14804,40878.47,1,29.44,5,0,5,505
14805,40871.68,4,11.80,4,3,2,432
14806,40811.65,1,17.58,2,0,3,203
14808,40847.51,14,9.91,3,5,2,352
14810,40846.47,11,8.20,3,5,1,351
14813,40517.50,2,5.27,1,2,1,121
14815,40850.48,2,14.49,3,2,2,322
14816,40689.55,1,67.96,1,0,5,105
14817,40686.57,2,17.62,1,2,3,123
14818,40813.46,3,13.70,2,3,2,232
14819,40822.57,2,20.93,3,2,4,324
14820,40865.65,4,17.49,4,3,3,433
14821,40520.36,1,24.40,1,0,4,104
14823,40706.55,3,4.59,1,3,1,131
14824,40876.60,4,38.89,5,3,5,535
14825,40883.48,12,18.51,5,5,3,553
14828,40690.43,3,125.87,1,3,5,135
14829,40857.68,6,16.04,4,4,3,443
14830,40833.60,1,4.93,3,0,1,301
14834,40869.44,8,24.26,4,5,4,454
14836,40876.70,3,17.08,5,3,3,533
14837,40797.46,5,15.10,2,4,2,242
14840,40619.50,1,15.71,1,0,3,103
14841,40833.63,6,23.88,3,4,4,344
14842,40851.55,8,17.53,3,5,3,353
14844,40823.45,4,24.54,3,3,4,334
14847,40738.45,1,23.80,2,0,4,204
14849,40865.46,25,20.16,4,5,4,454
14850,40575.47,2,12.64,1,2,2,122
14851,40863.60,2,18.26,4,2,3,423
14852,40828.56,6,19.84,3,4,4,344
14853,40878.41,3,46.31,5,3,5,535
14854,40808.71,8,21.00,2,5,4,254
14855,40767.58,2,32.28,2,2,5,225
14856,40850.62,3,19.87,3,3,4,334
14857,40827.39,3,19.11,3,3,4,334
14859,40874.47,5,22.92,4,4,4,444
14860,40878.41,2,14.05,5,2,2,522
14861,40834.54,1,20.97,3,0,4,304
14862,40861.42,2,17.53,4,2,3,423
14863,40857.63,1,24.25,4,0,4,404
14865,40879.68,2,13.05,5,2,2,522
14866,40876.49,13,137.84,5,5,5,555
14867,40701.49,4,18.95,1,3,4,134
14868,40883.62,9,20.00,5,5,4,554
14869,40883.45,3,10.03,5,3,2,532
14870,40625.45,1,25.17,1,0,4,104
14871,40883.57,4,5.39,5,3,1,531
14873,40676.58,1,18.56,1,0,3,103
14875,40877.61,5,28.97,5,4,5,545
14878,40874.47,9,11.98,4,5,2,452
14880,40809.57,3,15.01,2,3,2,232
14881,40867.46,1,15.02,4,0,2,402
14882,40860.53,2,53.61,4,2,5,425
14883,40868.43,6,14.01,4,4,2,442
14885,40755.50,1,51.02,2,0,5,205
14886,40634.37,1,20.27,1,0,4,104
14887,40807.65,1,310.33,2,0,5,205
14888,40679.62,1,18.46,1,0,3,103
14889,40550.64,1,13.59,1,0,2,102
14890,40633.50,1,17.95,1,0,3,103
14891,40738.76,2,16.80,2,2,3,223
14893,40877.52,2,16.96,5,2,3,523
14894,40801.58,1,28.51,2,0,5,205
14895,40879.39,24,21.87,5,5,4,554
14896,40682.43,2,10.90,1,2,2,122
14897,40879.44,4,24.84,5,3,4,534
14898,40863.62,8,10.66,4,5,2,452
14901,40875.71,10,14.44,5,5,2,552
14902,40865.71,2,13.87,4,2,2,422
14903,40865.67,10,7.60,4,5,1,451
14904,40884.54,2,14.86,5,2,2,522
14905,40732.57,3,33.33,2,3,5,235
14907,40883.59,10,20.71,5,5,4,554
14908,40812.54,1,30.87,2,0,5,205
14910,40884.42,6,11.14,5,4,2,542
