Product,Total_Customers,Churned_Customers,Churn_Rate,Avg_Churn_Rate,Churn_Lift,Product_Label
SEWING SUSAN 21 NEEDLE SET,32,1,0.031,0.032,-0.001,Hero_Product
SET OF 60 VINTAGE LEAF CAKE CASES,129,4,0.031,0.032,-0.001,Hero_Product
SET OF 6 SOLDIER SKITTLES,160,5,0.031,0.032,-0.001,Hero_Product
POPCORN HOLDER,381,12,0.031,0.032,-0.001,Hero_Product
RIBBON REEL SNOWY VILLAGE,127,4,0.031,0.032,-0.001,Hero_Product
RED RETROSPOT TISSUE BOX,97,3,0.031,0.032,-0.001,Hero_Product
TRADTIONAL ALPHABET STAMP SET,261,8,0.031,0.032,-0.001,Hero_Product
TRIPLE HOOK ANTIQUE IVORY ROSE,65,2,0.031,0.032,-0.001,Hero_Product
SUKI SHOULDER BAG,64,2,0.031,0.032,-0.001,Hero_Product
VINTAGE DONKEY TAIL GAME,130,4,0.031,0.032,-0.001,Hero_Product
VINTAGE UNION JACK DOORSTOP,32,1,0.031,0.032,-0.001,Hero_Product
WOODLAND BUNNIES LOLLY MAKERS,67,2,0.03,0.032,-0.002,Hero_Product
WRAP VINTAGE DOILY,66,2,0.03,0.032,-0.002,Hero_Product
TEA PARTY BIRTHDAY CARD,66,2,0.03,0.032,-0.002,Hero_Product
POCKET BAG BLUE PAISLEY RED SPOT,33,1,0.03,0.032,-0.002,Hero_Product
RATTLE SNAKE EGGS,66,2,0.03,0.032,-0.002,Hero_Product
RED RETROSPOT CUP,66,2,0.03,0.032,-0.002,Hero_Product
SET OF 6 TEA TIME BAKING CASES,168,5,0.03,0.032,-0.002,Hero_Product
SET/5 RED RETROSPOT LID GLASS BOWLS,237,7,0.03,0.032,-0.002,Hero_Product
SET OF 3 HANGING OWLS OLLIE BEAK,230,7,0.03,0.032,-0.002,Hero_Product
S/4 CACTI CANDLES,33,1,0.03,0.032,-0.002,Hero_Product
SET OF 12 FAIRY CAKE BAKING CASES,237,7,0.03,0.032,-0.002,Hero_Product
MEASURING TAPE BABUSHKA PINK,33,1,0.03,0.032,-0.002,Hero_Product
LUNCH BAG BLACK SKULL.,268,8,0.03,0.032,-0.002,Hero_Product
MAGIC DRAWING SLATE PURDEY,67,2,0.03,0.032,-0.002,Hero_Product
MAGNETS PACK OF 4 SWALLOWS,101,3,0.03,0.032,-0.002,Hero_Product
PINK HAPPY BIRTHDAY BUNTING,67,2,0.03,0.032,-0.002,Hero_Product
HOME SWEET HOME 3 PEG HANGER,33,1,0.03,0.032,-0.002,Hero_Product
HOT WATER BOTTLE KEEP CALM,533,16,0.03,0.032,-0.002,Hero_Product
HANGING METAL HEART LANTERN,99,3,0.03,0.032,-0.002,Hero_Product
GIN & TONIC DIET GREETING CARD,33,1,0.03,0.032,-0.002,Hero_Product
DECORATIVE WICKER HEART LARGE,167,5,0.03,0.032,-0.002,Hero_Product
DOLLY CABINET 2 DRAWERS,33,1,0.03,0.032,-0.002,Hero_Product
DOORSTOP FOOTBALL DESIGN,33,1,0.03,0.032,-0.002,Hero_Product
BOX OF VINTAGE JIGSAW BLOCKS,100,3,0.03,0.032,-0.002,Hero_Product
CHILDRENS CUTLERY POLKADOT PINK,135,4,0.03,0.032,-0.002,Hero_Product
CREAM SWEETHEART MINI CHEST,133,4,0.03,0.032,-0.002,Hero_Product
BLACK RECORD COVER FRAME,134,4,0.03,0.032,-0.002,Hero_Product
4 TRADITIONAL SPINNING TOPS,164,5,0.03,0.032,-0.002,Hero_Product
ANTIQUE SILVER T-LIGHT GLASS,311,9,0.029,0.032,-0.003,Hero_Product
ALARM CLOCK BAKELIKE IVORY,171,5,0.029,0.032,-0.003,Hero_Product
CHRISTMAS TREE STAR DECORATION,34,1,0.029,0.032,-0.003,Hero_Product
CARD DOLLY GIRL,68,2,0.029,0.032,-0.003,Hero_Product
CARD BIRTHDAY COWBOY,35,1,0.029,0.032,-0.003,Hero_Product
EDWARDIAN PARASOL NATURAL,68,2,0.029,0.032,-0.003,Hero_Product
EMBOSSED GLASS TEALIGHT HOLDER,70,2,0.029,0.032,-0.003,Hero_Product
EMBROIDERED RIBBON REEL SOPHIE,34,1,0.029,0.032,-0.003,Hero_Product
DOG TOY WITH PINK CROCHET SKIRT,34,1,0.029,0.032,-0.003,Hero_Product
FELTCRAFT CHRISTMAS FAIRY,205,6,0.029,0.032,-0.003,Hero_Product
GLASS JAR PEACOCK BATH SALTS,34,1,0.029,0.032,-0.003,Hero_Product
JIGSAW TREE WITH BIRDHOUSE,34,1,0.029,0.032,-0.003,Hero_Product
JAM MAKING SET PRINTED,171,5,0.029,0.032,-0.003,Hero_Product
HEART STRING MEMO HOLDER HANGING,35,1,0.029,0.032,-0.003,Hero_Product
PINK BLUE FELT CRAFT TRINKET BOX,173,5,0.029,0.032,-0.003,Hero_Product
PINK CREAM FELT CRAFT TRINKET BOX,207,6,0.029,0.032,-0.003,Hero_Product
PACK OF SIX LED TEA LIGHTS,171,5,0.029,0.032,-0.003,Hero_Product
MAGIC DRAWING SLATE GO TO THE FAIR,34,1,0.029,0.032,-0.003,Hero_Product
Manual,105,3,0.029,0.032,-0.003,Hero_Product
MIRRORED WALL ART SNOWFLAKES,35,1,0.029,0.032,-0.003,Hero_Product
MINI PLAYING CARDS SPACEBOY,138,4,0.029,0.032,-0.003,Hero_Product
JUMBO BAG VINTAGE LEAF,274,8,0.029,0.032,-0.003,Hero_Product
LARGE PURPLE BABUSHKA NOTEBOOK,68,2,0.029,0.032,-0.003,Hero_Product
SET OF 36 TEATIME PAPER DOILIES,69,2,0.029,0.032,-0.003,Hero_Product
SET OF 2 WOODEN MARKET CRATES,35,1,0.029,0.032,-0.003,Hero_Product
SILVER HANGING T-LIGHT HOLDER,104,3,0.029,0.032,-0.003,Hero_Product
SET/10 RED POLKADOT PARTY CANDLES,103,3,0.029,0.032,-0.003,Hero_Product
SET OF 60 PANTRY DESIGN CAKE CASES,208,6,0.029,0.032,-0.003,Hero_Product
QUEENS GUARD COFFEE MUG,70,2,0.029,0.032,-0.003,Hero_Product
TOY TIDY PINK POLKADOT,69,2,0.029,0.032,-0.003,Hero_Product
TRADITIONAL CHRISTMAS RIBBONS,174,5,0.029,0.032,-0.003,Hero_Product
VINTAGE BELLS GARLAND,206,6,0.029,0.032,-0.003,Hero_Product
TRAVEL SEWING KIT,34,1,0.029,0.032,-0.003,Hero_Product
SQUARE MINI PORTRAIT FRAME,68,2,0.029,0.032,-0.003,Hero_Product
SMALL CERAMIC TOP STORAGE JAR,68,2,0.029,0.032,-0.003,Hero_Product
WRAP DOLLY GIRL,35,1,0.029,0.032,-0.003,Hero_Product
WALL ART BUFFALO BILL,35,1,0.029,0.032,-0.003,Hero_Product
VINTAGE DOILY DELUXE SEWING KIT,205,6,0.029,0.032,-0.003,Hero_Product
VINTAGE CREAM CAT FOOD CONTAINER,69,2,0.029,0.032,-0.003,Hero_Product
WALL ART BIG LOVE,106,3,0.028,0.032,-0.004,Hero_Product
SKULLS PARTY BAG + STICKER SET,36,1,0.028,0.032,-0.004,Hero_Product
SMALL HANGING IVORY/RED WOOD BIRD,109,3,0.028,0.032,-0.004,Hero_Product
SPACEBOY TV DINNER TRAY,36,1,0.028,0.032,-0.004,Hero_Product
SWEET HEART CAKE CARRIER,72,2,0.028,0.032,-0.004,Hero_Product
TREE T-LIGHT HOLDER WILLIE WINKIE,36,1,0.028,0.032,-0.004,Hero_Product
TEA COSY RED STRIPE,36,1,0.028,0.032,-0.004,Hero_Product
PLASTERS IN TIN STRONGMAN,178,5,0.028,0.032,-0.004,Hero_Product
RETROSPOT CHILDRENS APRON,108,3,0.028,0.032,-0.004,Hero_Product
RIBBON REEL HEARTS DESIGN,72,2,0.028,0.032,-0.004,Hero_Product
RETROSPOT WOODEN HEART DECORATION,107,3,0.028,0.032,-0.004,Hero_Product
ROLL WRAP VINTAGE CHRISTMAS,248,7,0.028,0.032,-0.004,Hero_Product
SET/10 IVORY POLKADOT PARTY CANDLES,36,1,0.028,0.032,-0.004,Hero_Product
SILVER BELLS TABLE DECORATION,181,5,0.028,0.032,-0.004,Hero_Product
SCOTTIE DOG HOT WATER BOTTLE,363,10,0.028,0.032,-0.004,Hero_Product
LAUNDRY 15C METAL SIGN,71,2,0.028,0.032,-0.004,Hero_Product
MINT DINER WALL CLOCK,72,2,0.028,0.032,-0.004,Hero_Product
MAGIC DRAWING SLATE SPACEBOY,107,3,0.028,0.032,-0.004,Hero_Product
MAGNETS PACK OF 4 VINTAGE LABELS,36,1,0.028,0.032,-0.004,Hero_Product
ORIGAMI SANDLEWOOD INCENSE/CAND SET,36,1,0.028,0.032,-0.004,Hero_Product
FELTCRAFT HAIRBAND PINK AND PURPLE,72,2,0.028,0.032,-0.004,Hero_Product
DOG BOWL CHASING BALL DESIGN,36,1,0.028,0.032,-0.004,Hero_Product
DOORMAT HOME SWEET HOME BLUE,71,2,0.028,0.032,-0.004,Hero_Product
EDWARDIAN PARASOL PINK,36,1,0.028,0.032,-0.004,Hero_Product
CERAMIC CAKE DESIGN SPOTTED MUG,36,1,0.028,0.032,-0.004,Hero_Product
DARK BIRD HOUSE TREE DECORATION,72,2,0.028,0.032,-0.004,Hero_Product
BLACK KITCHEN SCALES,36,1,0.028,0.032,-0.004,Hero_Product
BLACK/BLUE POLKADOT UMBRELLA,72,2,0.028,0.032,-0.004,Hero_Product
6 RIBBONS ELEGANT CHRISTMAS,108,3,0.028,0.032,-0.004,Hero_Product
60 TEATIME FAIRY CAKE CASES,176,5,0.028,0.032,-0.004,Hero_Product
3D TRADITIONAL CHRISTMAS STICKERS,109,3,0.028,0.032,-0.004,Hero_Product
4 LAVENDER BOTANICAL DINNER CANDLES,113,3,0.027,0.032,-0.005,Hero_Product
COSY HOUR CIGAR BOX MATCHES,111,3,0.027,0.032,-0.005,Hero_Product
COLOUR GLASS T-LIGHT HOLDER HANGING,74,2,0.027,0.032,-0.005,Hero_Product
COCKTAIL SWORDS 50 PIECES,37,1,0.027,0.032,-0.005,Hero_Product
CHARLIE+LOLA PINK HOT WATER BOTTLE,74,2,0.027,0.032,-0.005,Hero_Product
CHARLIE+LOLA RED HOT WATER BOTTLE,37,1,0.027,0.032,-0.005,Hero_Product
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,146,4,0.027,0.032,-0.005,Hero_Product
ELEPHANT BIRTHDAY CARD,75,2,0.027,0.032,-0.005,Hero_Product
DOORMAT RESPECTABLE HOUSE,37,1,0.027,0.032,-0.005,Hero_Product
DOORMAT ENGLISH ROSE,75,2,0.027,0.032,-0.005,Hero_Product
FAIRY TALE COTTAGE NIGHT LIGHT,73,2,0.027,0.032,-0.005,Hero_Product
FRENCH BLUE METAL DOOR SIGN 1,37,1,0.027,0.032,-0.005,Hero_Product
PACK OF 12 COLOURED PENCILS,73,2,0.027,0.032,-0.005,Hero_Product
PICNIC BOXES SET OF 3 RETROSPOT,37,1,0.027,0.032,-0.005,Hero_Product
PANTRY APPLE CORER,37,1,0.027,0.032,-0.005,Hero_Product
MAGIC DRAWING SLATE DINOSAUR,73,2,0.027,0.032,-0.005,Hero_Product
LUNCH BAG PAISLEY PARK,414,11,0.027,0.032,-0.005,Hero_Product
MINI LIGHTS WOODLAND MUSHROOMS,263,7,0.027,0.032,-0.005,Hero_Product
LARGE CIRCULAR MIRROR MOBILE,37,1,0.027,0.032,-0.005,Hero_Product
JUMBO SHOPPER VINTAGE RED PAISLEY,222,6,0.027,0.032,-0.005,Hero_Product
JUMBO STORAGE BAG SKULLS,149,4,0.027,0.032,-0.005,Hero_Product
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,147,4,0.027,0.032,-0.005,Hero_Product
JUMBO BAG STRAWBERRY,148,4,0.027,0.032,-0.005,Hero_Product
S/6 WOODEN SKITTLES IN COTTON BAG,75,2,0.027,0.032,-0.005,Hero_Product
SET OF 36 PAISLEY FLOWER DOILIES,73,2,0.027,0.032,-0.005,Hero_Product
SET OF 3 CAKE TINS SKETCHBOOK,73,2,0.027,0.032,-0.005,Hero_Product
SET OF 9 HEART SHAPED BALLOONS,73,2,0.027,0.032,-0.005,Hero_Product
RETROSPOT CANDLE MEDIUM,37,1,0.027,0.032,-0.005,Hero_Product
RED TOADSTOOL LED NIGHT LIGHT,220,6,0.027,0.032,-0.005,Hero_Product
RABBIT NIGHT LIGHT,710,19,0.027,0.032,-0.005,Hero_Product
SWEETHEART WALL TIDY,74,2,0.027,0.032,-0.005,Hero_Product
SWALLOW SQUARE TISSUE BOX,73,2,0.027,0.032,-0.005,Hero_Product
VINTAGE UNION JACK APRON,37,1,0.027,0.032,-0.005,Hero_Product
VINTAGE UNION JACK BUNTING,111,3,0.027,0.032,-0.005,Hero_Product
VINTAGE CHRISTMAS GIFT SACK,156,4,0.026,0.032,-0.006,Hero_Product
WHITE JEWELLED HEART DECORATION,39,1,0.026,0.032,-0.006,Hero_Product
STAR T-LIGHT HOLDER WILLIE WINKIE,76,2,0.026,0.032,-0.006,Hero_Product
SMALL GLASS HEART TRINKET POT,114,3,0.026,0.032,-0.006,Hero_Product
TOILET METAL SIGN,76,2,0.026,0.032,-0.006,Hero_Product
REGENCY CAKESTAND 3 TIER,381,10,0.026,0.032,-0.006,Hero_Product
SET OF 60 I LOVE LONDON CAKE CASES,155,4,0.026,0.032,-0.006,Hero_Product
SET OF 2 ROUND TINS CAMEMBERT,39,1,0.026,0.032,-0.006,Hero_Product
JUMBO BAG ALPHABET,235,6,0.026,0.032,-0.006,Hero_Product
METAL DECORATION NAUGHTY CHILDREN,38,1,0.026,0.032,-0.006,Hero_Product
PANTRY CHOPPING BOARD,38,1,0.026,0.032,-0.006,Hero_Product
PINK POLKADOT PLATE,38,1,0.026,0.032,-0.006,Hero_Product
PACK OF 6 SKULL PAPER PLATES,38,1,0.026,0.032,-0.006,Hero_Product
OWL DOORSTOP,39,1,0.026,0.032,-0.006,Hero_Product
OPEN CLOSED METAL SIGN,114,3,0.026,0.032,-0.006,Hero_Product
FRENCH BATHROOM SIGN BLUE METAL,39,1,0.026,0.032,-0.006,Hero_Product
DOORMAT MERRY CHRISTMAS RED,39,1,0.026,0.032,-0.006,Hero_Product
DECORATIVE WICKER HEART SMALL,78,2,0.026,0.032,-0.006,Hero_Product
EGG CUP HENRIETTA HEN CREAM,39,1,0.026,0.032,-0.006,Hero_Product
JINGLE BELL HEART ANTIQUE SILVER,192,5,0.026,0.032,-0.006,Hero_Product
CARD HOLDER LOVE BIRD SMALL,78,2,0.026,0.032,-0.006,Hero_Product
CHOCOLATE HOT WATER BOTTLE,380,10,0.026,0.032,-0.006,Hero_Product
CHRISTMAS RETROSPOT TREE WOOD,115,3,0.026,0.032,-0.006,Hero_Product
6 RIBBONS RUSTIC CHARM,194,5,0.026,0.032,-0.006,Hero_Product
200 RED + WHITE BENDY STRAWS,39,1,0.026,0.032,-0.006,Hero_Product
BAG 250g SWIRLY MARBLES,114,3,0.026,0.032,-0.006,Hero_Product
ASS FLORAL PRINT MULTI SCREWDRIVER,80,2,0.025,0.032,-0.007,Hero_Product
BLUE VINTAGE SPOT BEAKER,40,1,0.025,0.032,-0.007,Hero_Product
BLUE POLKADOT CUP,40,1,0.025,0.032,-0.007,Hero_Product
BLUE HARMONICA IN BOX,283,7,0.025,0.032,-0.007,Hero_Product
36 FOIL STAR CAKE CASES,40,1,0.025,0.032,-0.007,Hero_Product
72 SWEETHEART FAIRY CAKE CASES,159,4,0.025,0.032,-0.007,Hero_Product
ALARM CLOCK BAKELIKE RED,314,8,0.025,0.032,-0.007,Hero_Product
CHRISTMAS LIGHTS 10 REINDEER,204,5,0.025,0.032,-0.007,Hero_Product
FRENCH ENAMEL CANDLEHOLDER,80,2,0.025,0.032,-0.007,Hero_Product
PACK OF 12 50'S CHRISTMAS TISSUES,157,4,0.025,0.032,-0.007,Hero_Product
PEARLISED IVORY HEART SMALL,40,1,0.025,0.032,-0.007,Hero_Product
LUNCH BAG RED RETROSPOT,282,7,0.025,0.032,-0.007,Hero_Product
LUNCH BAG VINTAGE DOILY,315,8,0.025,0.032,-0.007,Hero_Product
KITTY PENCIL ERASERS,40,1,0.025,0.032,-0.007,Hero_Product
LARGE ANTIQUE WHITE PHOTO FRAME,40,1,0.025,0.032,-0.007,Hero_Product
LANDMARK FRAME COVENT GARDEN,81,2,0.025,0.032,-0.007,Hero_Product
LANDMARK FRAME LONDON BRIDGE,80,2,0.025,0.032,-0.007,Hero_Product
LARGE WHITE HEART OF WICKER,279,7,0.025,0.032,-0.007,Hero_Product
SET 36 COLOURING PENCILS DOILY,118,3,0.025,0.032,-0.007,Hero_Product
SET OF 6 RIBBONS VINTAGE CHRISTMAS,275,7,0.025,0.032,-0.007,Hero_Product
RED WOOLLY HOTTIE WHITE HEART.,199,5,0.025,0.032,-0.007,Hero_Product
TRADITIONAL PICK UP STICKS GAME,359,9,0.025,0.032,-0.007,Hero_Product
STAR DECORATION PAINTED ZINC,119,3,0.025,0.032,-0.007,Hero_Product
WALL ART ONLY ONE PERSON,79,2,0.025,0.032,-0.007,Hero_Product
WASHROOM METAL SIGN,83,2,0.024,0.032,-0.008,Hero_Product
WRAP PINK FAIRY CAKES,41,1,0.024,0.032,-0.008,Hero_Product
WOODEN HAPPY BIRTHDAY GARLAND,41,1,0.024,0.032,-0.008,Hero_Product
SPACEBOY CHILDRENS EGG CUP,41,1,0.024,0.032,-0.008,Hero_Product
TRADITIONAL WOODEN SKIPPING ROPE,166,4,0.024,0.032,-0.008,Hero_Product
VINTAGE CHRISTMAS BUNTING,292,7,0.024,0.032,-0.008,Hero_Product
VANILLA INCENSE IN TIN,42,1,0.024,0.032,-0.008,Hero_Product
ROCOCO WALL MIRROR WHITE,82,2,0.024,0.032,-0.008,Hero_Product
PLAYING CARDS KEEP CALM & CARRY ON,286,7,0.024,0.032,-0.008,Hero_Product
RED GINGHAM ROSE JEWELLERY BOX,125,3,0.024,0.032,-0.008,Hero_Product
SET OF 5 MINI GROCERY MAGNETS,83,2,0.024,0.032,-0.008,Hero_Product
SET OF 3 HEART COOKIE CUTTERS,167,4,0.024,0.032,-0.008,Hero_Product
LIPSTICK PEN RED,83,2,0.024,0.032,-0.008,Hero_Product
PICTURE DOMINOES,126,3,0.024,0.032,-0.008,Hero_Product
NATURAL SLATE HEART CHALKBOARD,252,6,0.024,0.032,-0.008,Hero_Product
PACK OF 6 SKULL PAPER CUPS,41,1,0.024,0.032,-0.008,Hero_Product
PACK OF 60 PINK PAISLEY CAKE CASES,165,4,0.024,0.032,-0.008,Hero_Product
FRENCH STYLE STORAGE JAR CAFE,42,1,0.024,0.032,-0.008,Hero_Product
FAMILY PHOTO FRAME CORNICE,83,2,0.024,0.032,-0.008,Hero_Product
GENTLEMAN SHIRT REPAIR KIT,42,1,0.024,0.032,-0.008,Hero_Product
GARDENERS KNEELING PAD KEEP CALM,370,9,0.024,0.032,-0.008,Hero_Product
HAND WARMER OWL DESIGN,410,10,0.024,0.032,-0.008,Hero_Product
GLITTER HEART DECORATION,127,3,0.024,0.032,-0.008,Hero_Product
COLOURING PENCILS BROWN TUBE,42,1,0.024,0.032,-0.008,Hero_Product
BOX OF VINTAGE ALPHABET BLOCKS,83,2,0.024,0.032,-0.008,Hero_Product
CHARLIE & LOLA WASTEPAPER BIN BLUE,41,1,0.024,0.032,-0.008,Hero_Product
CHERRY BLOSSOM DECORATIVE FLASK,42,1,0.024,0.032,-0.008,Hero_Product
ALARM CLOCK BAKELIKE CHOCOLATE,125,3,0.024,0.032,-0.008,Hero_Product
12 MESSAGE CARDS WITH ENVELOPES,83,2,0.024,0.032,-0.008,Hero_Product
BOOM BOX SPEAKER BOYS,42,1,0.024,0.032,-0.008,Hero_Product
BLUE REFECTORY CLOCK,43,1,0.023,0.032,-0.009,Hero_Product
12 PENCILS TALL TUBE WOODLAND,88,2,0.023,0.032,-0.009,Hero_Product
36 PENCILS TUBE SKULLS,88,2,0.023,0.032,-0.009,Hero_Product
CHILDRENS CUTLERY CIRCUS PARADE,44,1,0.023,0.032,-0.009,Hero_Product
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",44,1,0.023,0.032,-0.009,Hero_Product
HAND WARMER RED LOVE HEART,355,8,0.023,0.032,-0.009,Hero_Product
HAND WARMER SCOTTY DOG DESIGN,342,8,0.023,0.032,-0.009,Hero_Product
GLASS JAR DAISY FRESH COTTON WOOL,44,1,0.023,0.032,-0.009,Hero_Product
JAZZ HEARTS PURSE NOTEBOOK,130,3,0.023,0.032,-0.009,Hero_Product
ICE CREAM PEN LIP GLOSS,88,2,0.023,0.032,-0.009,Hero_Product
FOLDING BUTTERFLY MIRROR IVORY,44,1,0.023,0.032,-0.009,Hero_Product
EGG FRYING PAN MINT,43,1,0.023,0.032,-0.009,Hero_Product
EMPIRE UNION JACK TV DINNER TRAY,44,1,0.023,0.032,-0.009,Hero_Product
DOORMAT NEW ENGLAND,132,3,0.023,0.032,-0.009,Hero_Product
DOORMAT AIRMAIL,43,1,0.023,0.032,-0.009,Hero_Product
PACK OF 6 SWEETIE GIFT BOXES,43,1,0.023,0.032,-0.009,Hero_Product
PACK OF 12 PINK PAISLEY TISSUES,44,1,0.023,0.032,-0.009,Hero_Product
MORE BUTTER METAL SIGN,44,1,0.023,0.032,-0.009,Hero_Product
PAPER CHAIN KIT VINTAGE CHRISTMAS,475,11,0.023,0.032,-0.009,Hero_Product
PANTRY WASHING UP BRUSH,86,2,0.023,0.032,-0.009,Hero_Product
PAPER CHAIN KIT 50'S CHRISTMAS,650,15,0.023,0.032,-0.009,Hero_Product
KINGS CHOICE MUG,44,1,0.023,0.032,-0.009,Hero_Product
JUMBO BAG VINTAGE DOILY,383,9,0.023,0.032,-0.009,Hero_Product
LUNCH BAG WOODLAND,175,4,0.023,0.032,-0.009,Hero_Product
METAL 4 HOOK HANGER FRENCH CHATEAU,86,2,0.023,0.032,-0.009,Hero_Product
SET OF 4 KNICK KNACK TINS DOILY,218,5,0.023,0.032,-0.009,Hero_Product
SET/3 RED GINGHAM ROSE STORAGE BOX,88,2,0.023,0.032,-0.009,Hero_Product
RED RETROSPOT BOWL,86,2,0.023,0.032,-0.009,Hero_Product
POLYESTER FILLER PAD 40x40cm,88,2,0.023,0.032,-0.009,Hero_Product
POLYESTER FILLER PAD 45x45cm,44,1,0.023,0.032,-0.009,Hero_Product
PLASTERS IN TIN SPACEBOY,214,5,0.023,0.032,-0.009,Hero_Product
POTTERING IN THE SHED METAL SIGN,88,2,0.023,0.032,-0.009,Hero_Product
REVOLVER WOODEN RULER,172,4,0.023,0.032,-0.009,Hero_Product
TREASURE TIN GYMKHANA DESIGN,129,3,0.023,0.032,-0.009,Hero_Product
VINTAGE 2 METRE FOLDING RULER,173,4,0.023,0.032,-0.009,Hero_Product
TRAVEL CARD WALLET PANTRY,43,1,0.023,0.032,-0.009,Hero_Product
SMALL HEART MEASURING SPOONS,87,2,0.023,0.032,-0.009,Hero_Product
YELLOW GIANT GARDEN THERMOMETER,44,1,0.023,0.032,-0.009,Hero_Product
VINTAGE CREAM 3 BASKET CAKE STAND,43,1,0.023,0.032,-0.009,Hero_Product
VINTAGE LEAF CHOPPING BOARD,43,1,0.023,0.032,-0.009,Hero_Product
VINTAGE RED ENAMEL TRIM MUG,44,1,0.023,0.032,-0.009,Hero_Product
VINTAGE JINGLE BELLS WREATH,45,1,0.022,0.032,-0.01,Hero_Product
WHITE SKULL HOT WATER BOTTLE,226,5,0.022,0.032,-0.01,Hero_Product
SPOTTY BUNTING,227,5,0.022,0.032,-0.01,Hero_Product
TRAVEL CARD WALLET I LOVE LONDON,89,2,0.022,0.032,-0.01,Hero_Product
RETROSPOT TEA SET CERAMIC 11 PC,319,7,0.022,0.032,-0.01,Hero_Product
RIBBON REEL STRIPES DESIGN,138,3,0.022,0.032,-0.01,Hero_Product
REINDEER HEART DECORATION SILVER,90,2,0.022,0.032,-0.01,Hero_Product
PLAYING CARDS VINTAGE DOILY,90,2,0.022,0.032,-0.01,Hero_Product
RED APPLES CHOPPING BOARD,46,1,0.022,0.032,-0.01,Hero_Product
SET OF 6 HEART CHOPSTICKS,45,1,0.022,0.032,-0.01,Hero_Product
SET OF 6 T-LIGHTS TOADSTOOLS,46,1,0.022,0.032,-0.01,Hero_Product
SET 12 COLOURING PENCILS DOILY,137,3,0.022,0.032,-0.01,Hero_Product
SET 12 COLOUR PENCILS LOVE LONDON,135,3,0.022,0.032,-0.01,Hero_Product
MAGIC DRAWING SLATE BAKE A CAKE,45,1,0.022,0.032,-0.01,Hero_Product
JUMBO BAG BAROQUE BLACK WHITE,178,4,0.022,0.032,-0.01,Hero_Product
LANDMARK FRAME BAKER STREET,45,1,0.022,0.032,-0.01,Hero_Product
LONDON BUS COFFEE MUG,91,2,0.022,0.032,-0.01,Hero_Product
LARGE PARLOUR PICTURE FRAME,46,1,0.022,0.032,-0.01,Hero_Product
PARISIENNE JEWELLERY DRAWER,91,2,0.022,0.032,-0.01,Hero_Product
PANTRY PASTRY BRUSH,46,1,0.022,0.032,-0.01,Hero_Product
MULTI COLOUR SILVER T-LIGHT HOLDER,138,3,0.022,0.032,-0.01,Hero_Product
PACK OF 12 BLUE PAISLEY TISSUES,46,1,0.022,0.032,-0.01,Hero_Product
OFFICE MUG WARMER POLKADOT,46,1,0.022,0.032,-0.01,Hero_Product
ENAMEL BREAD BIN CREAM,89,2,0.022,0.032,-0.01,Hero_Product
HAPPY STENCIL CRAFT,135,3,0.022,0.032,-0.01,Hero_Product
CURIOUS IMAGES GIFT WRAP SET,45,1,0.022,0.032,-0.01,Hero_Product
CLASSIC GLASS COOKIE JAR,139,3,0.022,0.032,-0.01,Hero_Product
CINAMMON SET OF 9 T-LIGHTS,46,1,0.022,0.032,-0.01,Hero_Product
CLASSIC CAFE SUGAR DISPENSER,92,2,0.022,0.032,-0.01,Hero_Product
CHRISTMAS TREE HANGING SILVER,45,1,0.022,0.032,-0.01,Hero_Product
AIRLINE BAG VINTAGE TOKYO 78,91,2,0.022,0.032,-0.01,Hero_Product
4 VANILLA BOTANICAL CANDLES,136,3,0.022,0.032,-0.01,Hero_Product
BLUE DINER WALL CLOCK,89,2,0.022,0.032,-0.01,Hero_Product
BLACK PIRATE TREASURE CHEST,47,1,0.021,0.032,-0.011,Hero_Product
ANGEL DECORATION 3 BUTTONS,95,2,0.021,0.032,-0.011,Hero_Product
3 TIER CAKE TIN RED AND CREAM,47,1,0.021,0.032,-0.011,Hero_Product
COTTON APRON PANTRY DESIGN,47,1,0.021,0.032,-0.011,Hero_Product
CHILDRENS CUTLERY POLKADOT BLUE,96,2,0.021,0.032,-0.011,Hero_Product
CAKE STAND WHITE TWO TIER LACE,48,1,0.021,0.032,-0.011,Hero_Product
HANGING HEART MIRROR DECORATION,47,1,0.021,0.032,-0.011,Hero_Product
HOT WATER BOTTLE SEX BOMB,95,2,0.021,0.032,-0.011,Hero_Product
PANTRY ROLLING PIN,48,1,0.021,0.032,-0.011,Hero_Product
MAKE YOUR OWN PLAYTIME CARD KIT,47,1,0.021,0.032,-0.011,Hero_Product
POPPY FIELDS CHOPPING BOARD,47,1,0.021,0.032,-0.011,Hero_Product
POSTE FRANCE CUSHION COVER,94,2,0.021,0.032,-0.011,Hero_Product
PLAYING CARDS JUBILEE UNION JACK,188,4,0.021,0.032,-0.011,Hero_Product
SWEETHEART 3 TIER CAKE STAND,96,2,0.021,0.032,-0.011,Hero_Product
WHITE CHRISTMAS GARLAND STARS TREES,47,1,0.021,0.032,-0.011,Hero_Product
WOODLAND PARTY BAG + STICKER SET,48,1,0.021,0.032,-0.011,Hero_Product
SPACEBOY MINI BACKPACK,151,3,0.02,0.032,-0.012,Hero_Product
