CustomerID,Num_Orders,First_Purchase,Last_Purchase,Days_From_Last,Churn_Critical_Window,Churn_Risk_Group
15372,1,39:00.0,39:00.0,137,63,At Risk - First_Customer
15373,13,40:00.0,05:00.0,371,63,At Risk - Repeat Customer
15374,1,59:00.0,59:00.0,128,63,At Risk - First_Customer
15376,3,45:00.0,04:00.0,222,63,At Risk - Repeat Customer
15379,8,02:00.0,13:00.0,358,63,At Risk - Repeat Customer
15380,6,01:00.0,13:00.0,365,63,At Risk - Repeat Customer
15381,2,44:00.0,55:00.0,268,63,At Risk - Repeat Customer
15382,8,01:00.0,58:00.0,295,63,At Risk - Repeat Customer
15384,3,27:00.0,57:00.0,372,63,At Risk - Repeat Customer
15385,1,11:00.0,11:00.0,40,63,Grace Period
15386,1,47:00.0,47:00.0,186,63,At Risk - First_Customer
15388,1,53:00.0,53:00.0,270,63,At Risk - First_Customer
15389,1,18:00.0,18:00.0,172,63,At Risk - First_Customer
15392,5,50:00.0,01:00.0,360,63,At Risk - Repeat Customer
15393,2,58:00.0,48:00.0,281,63,At Risk - Repeat Customer
15394,4,46:00.0,49:00.0,358,63,At Risk - Repeat Customer
15395,1,40:00.0,40:00.0,325,63,At Risk - First_Customer
15396,1,56:00.0,56:00.0,112,63,At Risk - First_Customer
15397,1,25:00.0,25:00.0,289,63,At Risk - First_Customer
15398,3,56:00.0,47:00.0,78,63,At Risk - Repeat Customer
15399,3,57:00.0,04:00.0,79,63,At Risk - Repeat Customer
15400,6,27:00.0,57:00.0,278,63,At Risk - Repeat Customer
15402,2,32:00.0,17:00.0,196,63,At Risk - Repeat Customer
15405,1,44:00.0,44:00.0,189,63,At Risk - First_Customer
15406,5,19:00.0,14:00.0,301,63,At Risk - Repeat Customer
15407,4,18:00.0,55:00.0,305,63,At Risk - Repeat Customer
15408,1,02:00.0,02:00.0,264,63,At Risk - First_Customer
15410,9,15:00.0,47:00.0,261,63,At Risk - Repeat Customer
15411,5,30:00.0,19:00.0,182,63,At Risk - Repeat Customer
15412,1,24:00.0,24:00.0,171,63,At Risk - First_Customer
15414,3,45:00.0,50:00.0,242,63,At Risk - Repeat Customer
15415,1,13:00.0,13:00.0,313,63,At Risk - First_Customer
15416,5,41:00.0,38:00.0,282,63,At Risk - Repeat Customer
15417,1,26:00.0,26:00.0,85,63,At Risk - First_Customer
15419,1,23:00.0,23:00.0,24,63,Grace Period
15421,4,36:00.0,20:00.0,310,63,At Risk - Repeat Customer
15422,2,17:00.0,17:00.0,323,63,At Risk - Repeat Customer
15423,1,01:00.0,01:00.0,38,63,Grace Period
15424,2,00:00.0,02:00.0,254,63,At Risk - Repeat Customer
15426,7,55:00.0,36:00.0,369,63,At Risk - Repeat Customer
15427,3,47:00.0,29:00.0,47,63,Healthy
15428,1,54:00.0,54:00.0,15,63,Grace Period
15429,3,42:00.0,28:00.0,75,63,At Risk - Repeat Customer
15432,1,30:00.0,30:00.0,23,63,Grace Period
15433,3,12:00.0,24:00.0,267,63,At Risk - Repeat Customer
15434,6,18:00.0,33:00.0,200,63,At Risk - Repeat Customer
15435,1,39:00.0,39:00.0,22,63,Grace Period
15436,3,52:00.0,05:00.0,234,63,At Risk - Repeat Customer
15437,1,11:00.0,11:00.0,262,63,At Risk - First_Customer
15438,1,19:00.0,19:00.0,131,63,At Risk - First_Customer
15440,3,30:00.0,16:00.0,208,63,At Risk - Repeat Customer
15442,1,24:00.0,24:00.0,248,63,At Risk - First_Customer
15443,8,25:00.0,40:00.0,320,63,At Risk - Repeat Customer
15444,2,12:00.0,37:00.0,40,63,Healthy
15445,1,06:00.0,06:00.0,264,63,At Risk - First_Customer
15447,1,26:00.0,26:00.0,330,63,At Risk - First_Customer
15448,1,42:00.0,42:00.0,312,63,At Risk - First_Customer
15449,5,43:00.0,02:00.0,261,63,At Risk - Repeat Customer
15450,1,11:00.0,11:00.0,30,63,Grace Period
15452,3,21:00.0,13:00.0,264,63,At Risk - Repeat Customer
15453,7,37:00.0,59:00.0,187,63,At Risk - Repeat Customer
15454,1,21:00.0,21:00.0,362,63,At Risk - First_Customer
15456,3,34:00.0,51:00.0,359,63,At Risk - Repeat Customer
15457,1,31:00.0,31:00.0,262,63,At Risk - First_Customer
15458,1,08:00.0,08:00.0,25,63,Grace Period
15460,1,08:00.0,08:00.0,354,63,At Risk - First_Customer
15462,3,36:00.0,11:00.0,187,63,At Risk - Repeat Customer
15463,1,57:00.0,57:00.0,29,63,Grace Period
15464,1,56:00.0,56:00.0,338,63,At Risk - First_Customer
15465,23,12:00.0,11:00.0,369,63,At Risk - Repeat Customer
15466,1,08:00.0,08:00.0,85,63,At Risk - First_Customer
15467,4,42:00.0,17:00.0,152,63,At Risk - Repeat Customer
15468,5,50:00.0,11:00.0,360,63,At Risk - Repeat Customer
15469,4,54:00.0,16:00.0,120,63,At Risk - Repeat Customer
15471,1,12:00.0,12:00.0,2,63,Grace Period
15472,1,17:00.0,17:00.0,113,63,At Risk - First_Customer
15473,10,12:00.0,15:00.0,60,63,Approaching At-Risk - Repeat Customer
15475,1,20:00.0,20:00.0,77,63,At Risk - First_Customer
15478,2,09:00.0,19:00.0,56,63,Approaching At-Risk - Repeat Customer
15480,1,32:00.0,32:00.0,116,63,At Risk - First_Customer
15482,16,08:00.0,46:00.0,358,63,At Risk - Repeat Customer
15483,4,26:00.0,07:00.0,266,63,At Risk - Repeat Customer
15484,5,31:00.0,03:00.0,78,63,At Risk - Repeat Customer
15485,3,23:00.0,31:00.0,373,63,At Risk - Repeat Customer
15488,1,11:00.0,11:00.0,92,63,At Risk - First_Customer
15489,4,54:00.0,53:00.0,211,63,At Risk - Repeat Customer
15491,7,04:00.0,56:00.0,235,63,At Risk - Repeat Customer
15492,2,02:00.0,53:00.0,74,63,At Risk - Repeat Customer
15493,7,44:00.0,04:00.0,270,63,At Risk - Repeat Customer
15494,2,29:00.0,51:00.0,121,63,At Risk - Repeat Customer
15497,3,01:00.0,51:00.0,319,63,At Risk - Repeat Customer
15498,35,34:00.0,28:00.0,367,63,At Risk - Repeat Customer
15500,4,47:00.0,47:00.0,81,63,At Risk - Repeat Customer
15502,21,40:00.0,48:00.0,369,63,At Risk - Repeat Customer
15503,1,57:00.0,57:00.0,362,63,At Risk - First_Customer
15504,1,45:00.0,45:00.0,81,63,At Risk - First_Customer
15505,7,33:00.0,56:00.0,155,63,At Risk - Repeat Customer
15506,3,45:00.0,11:00.0,138,63,At Risk - Repeat Customer
15507,1,19:00.0,19:00.0,171,63,At Risk - First_Customer
15508,6,31:00.0,43:00.0,235,63,At Risk - Repeat Customer
15510,1,10:00.0,10:00.0,330,63,At Risk - First_Customer
15511,5,05:00.0,43:00.0,85,63,At Risk - Repeat Customer
15512,2,01:00.0,20:00.0,359,63,At Risk - Repeat Customer
15513,22,22:00.0,21:00.0,373,63,At Risk - Repeat Customer
15514,12,50:00.0,40:00.0,364,63,At Risk - Repeat Customer
15516,3,33:00.0,51:00.0,46,63,Healthy
15517,1,02:00.0,02:00.0,233,63,At Risk - First_Customer
15518,13,50:00.0,05:00.0,332,63,At Risk - Repeat Customer
15520,1,58:00.0,58:00.0,1,63,Grace Period
15521,11,15:00.0,52:00.0,254,63,At Risk - Repeat Customer
15522,2,26:00.0,26:00.0,87,63,At Risk - Repeat Customer
15523,1,29:00.0,29:00.0,84,63,At Risk - First_Customer
15524,1,09:00.0,09:00.0,24,63,Grace Period
15525,4,17:00.0,39:00.0,373,63,At Risk - Repeat Customer
15526,2,01:00.0,04:00.0,33,63,Healthy
15527,10,15:00.0,17:00.0,354,63,At Risk - Repeat Customer
15528,1,14:00.0,14:00.0,254,63,At Risk - First_Customer
15529,12,24:00.0,29:00.0,366,63,At Risk - Repeat Customer
15530,4,16:00.0,25:00.0,246,63,At Risk - Repeat Customer
15531,2,47:00.0,43:00.0,30,63,Healthy
15532,6,45:00.0,51:00.0,358,63,At Risk - Repeat Customer
15533,5,41:00.0,35:00.0,89,63,At Risk - Repeat Customer
15535,7,36:00.0,02:00.0,365,63,At Risk - Repeat Customer
15537,1,10:00.0,10:00.0,163,63,At Risk - First_Customer
15539,1,36:00.0,36:00.0,7,63,Grace Period
15540,1,51:00.0,51:00.0,11,63,Grace Period
15541,1,58:00.0,58:00.0,114,63,At Risk - First_Customer
15543,1,26:00.0,26:00.0,288,63,At Risk - First_Customer
15544,11,47:00.0,16:00.0,372,63,At Risk - Repeat Customer
15545,2,28:00.0,24:00.0,371,63,At Risk - Repeat Customer
15547,14,26:00.0,52:00.0,362,63,At Risk - Repeat Customer
15549,4,38:00.0,22:00.0,316,63,At Risk - Repeat Customer
15550,4,49:00.0,38:00.0,301,63,At Risk - Repeat Customer
15551,1,37:00.0,37:00.0,36,63,Grace Period
15552,1,47:00.0,47:00.0,217,63,At Risk - First_Customer
15553,1,02:00.0,02:00.0,60,63,Grace Period
15554,1,00:00.0,00:00.0,277,63,At Risk - First_Customer
15555,20,45:00.0,19:00.0,369,63,At Risk - Repeat Customer
15556,1,08:00.0,08:00.0,24,63,Grace Period
15557,1,46:00.0,46:00.0,28,63,Grace Period
15561,5,38:00.0,07:00.0,215,63,At Risk - Repeat Customer
15562,1,55:00.0,55:00.0,351,63,At Risk - First_Customer
15563,7,27:00.0,36:00.0,358,63,At Risk - Repeat Customer
15565,2,44:00.0,33:00.0,70,63,At Risk - Repeat Customer
15567,1,48:00.0,48:00.0,18,63,Grace Period
15568,3,37:00.0,27:00.0,73,63,At Risk - Repeat Customer
15569,5,26:00.0,15:00.0,332,63,At Risk - Repeat Customer
15570,13,57:00.0,47:00.0,369,63,At Risk - Repeat Customer
15571,4,15:00.0,02:00.0,78,63,At Risk - Repeat Customer
15572,7,44:00.0,09:00.0,278,63,At Risk - Repeat Customer
15573,2,16:00.0,38:00.0,85,63,At Risk - Repeat Customer
15574,4,46:00.0,01:00.0,372,63,At Risk - Repeat Customer
15576,1,03:00.0,03:00.0,37,63,Grace Period
15577,3,32:00.0,03:00.0,305,63,At Risk - Repeat Customer
15578,1,03:00.0,03:00.0,162,63,At Risk - First_Customer
15579,2,09:00.0,45:00.0,313,63,At Risk - Repeat Customer
15581,14,38:00.0,38:00.0,366,63,At Risk - Repeat Customer
15582,3,36:00.0,55:00.0,220,63,At Risk - Repeat Customer
15584,5,39:00.0,55:00.0,162,63,At Risk - Repeat Customer
15585,1,38:00.0,38:00.0,176,63,At Risk - First_Customer
15587,4,59:00.0,37:00.0,351,63,At Risk - Repeat Customer
15589,4,46:00.0,22:00.0,310,63,At Risk - Repeat Customer
15590,1,36:00.0,36:00.0,289,63,At Risk - First_Customer
15592,1,59:00.0,59:00.0,46,63,Grace Period
15593,1,46:00.0,46:00.0,70,63,At Risk - First_Customer
15594,6,08:00.0,53:00.0,234,63,At Risk - Repeat Customer
15596,9,10:00.0,55:00.0,365,63,At Risk - Repeat Customer
15597,2,26:00.0,46:00.0,35,63,Healthy
15598,3,04:00.0,14:00.0,53,63,Approaching At-Risk - Repeat Customer
15599,2,05:00.0,44:00.0,204,63,At Risk - Repeat Customer
15601,17,39:00.0,15:00.0,372,63,At Risk - Repeat Customer
15602,14,35:00.0,14:00.0,368,63,At Risk - Repeat Customer
15603,1,04:00.0,04:00.0,78,63,At Risk - First_Customer
15604,1,47:00.0,47:00.0,52,63,Grace Period
15605,5,38:00.0,17:00.0,373,63,At Risk - Repeat Customer
15606,11,07:00.0,32:00.0,324,63,At Risk - Repeat Customer
15607,1,44:00.0,44:00.0,336,63,At Risk - First_Customer
15608,4,56:00.0,20:00.0,120,63,At Risk - Repeat Customer
15609,2,00:00.0,55:00.0,184,63,At Risk - Repeat Customer
15610,1,36:00.0,36:00.0,51,63,Grace Period
15611,15,32:00.0,36:00.0,334,63,At Risk - Repeat Customer
15612,2,49:00.0,52:00.0,61,63,Approaching At-Risk - Repeat Customer
15615,27,21:00.0,42:00.0,359,63,At Risk - Repeat Customer
15618,5,13:00.0,34:00.0,136,63,At Risk - Repeat Customer
15619,1,14:00.0,14:00.0,10,63,Grace Period
15620,6,34:00.0,17:00.0,358,63,At Risk - Repeat Customer
15621,6,49:00.0,01:00.0,21,63,Healthy
15622,16,42:00.0,57:00.0,282,63,At Risk - Repeat Customer
15623,1,26:00.0,26:00.0,141,63,At Risk - First_Customer
15624,4,32:00.0,38:00.0,256,63,At Risk - Repeat Customer
15625,8,01:00.0,13:00.0,235,63,At Risk - Repeat Customer
15626,2,10:00.0,03:00.0,329,63,At Risk - Repeat Customer
15628,10,51:00.0,24:00.0,366,63,At Risk - Repeat Customer
15630,3,16:00.0,36:00.0,204,63,At Risk - Repeat Customer
15632,10,29:00.0,51:00.0,274,63,At Risk - Repeat Customer
15634,1,28:00.0,28:00.0,17,63,Grace Period
15636,2,50:00.0,17:00.0,282,63,At Risk - Repeat Customer
15637,1,28:00.0,28:00.0,52,63,Grace Period
15638,1,12:00.0,12:00.0,301,63,At Risk - First_Customer
15639,1,30:00.0,30:00.0,134,63,At Risk - First_Customer
15640,17,40:00.0,35:00.0,372,63,At Risk - Repeat Customer
15641,4,45:00.0,04:00.0,359,63,At Risk - Repeat Customer
15643,6,34:00.0,19:00.0,282,63,At Risk - Repeat Customer
15644,4,37:00.0,54:00.0,261,63,At Risk - Repeat Customer
15645,1,55:00.0,55:00.0,18,63,Grace Period
15646,4,59:00.0,53:00.0,372,63,At Risk - Repeat Customer
15648,4,59:00.0,53:00.0,267,63,At Risk - Repeat Customer
15649,2,06:00.0,34:00.0,367,63,At Risk - Repeat Customer
15651,3,56:00.0,41:00.0,260,63,At Risk - Repeat Customer
15652,1,22:00.0,22:00.0,91,63,At Risk - First_Customer
15653,2,50:00.0,49:00.0,115,63,At Risk - Repeat Customer
15654,2,15:00.0,08:00.0,26,63,Healthy
15655,2,25:00.0,28:00.0,243,63,At Risk - Repeat Customer
15656,4,32:00.0,56:00.0,284,63,At Risk - Repeat Customer
15657,1,19:00.0,19:00.0,22,63,Grace Period
15658,8,53:00.0,22:00.0,372,63,At Risk - Repeat Customer
15659,1,23:00.0,23:00.0,43,63,Grace Period
15660,11,49:00.0,58:00.0,365,63,At Risk - Repeat Customer
15661,2,32:00.0,56:00.0,338,63,At Risk - Repeat Customer
15663,1,50:00.0,50:00.0,106,63,At Risk - First_Customer
15664,2,05:00.0,57:00.0,359,63,At Risk - Repeat Customer
15665,2,09:00.0,57:00.0,243,63,At Risk - Repeat Customer
15667,1,56:00.0,56:00.0,39,63,Grace Period
15668,1,39:00.0,39:00.0,217,63,At Risk - First_Customer
15669,5,13:00.0,03:00.0,263,63,At Risk - Repeat Customer
15670,1,50:00.0,50:00.0,296,63,At Risk - First_Customer
15671,10,37:00.0,43:00.0,270,63,At Risk - Repeat Customer
15673,4,25:00.0,12:00.0,327,63,At Risk - Repeat Customer
15674,8,19:00.0,17:00.0,254,63,At Risk - Repeat Customer
15675,3,21:00.0,48:00.0,280,63,At Risk - Repeat Customer
15676,5,19:00.0,39:00.0,283,63,At Risk - Repeat Customer
15677,1,36:00.0,36:00.0,49,63,Grace Period
15678,1,25:00.0,25:00.0,52,63,Grace Period
15679,4,24:00.0,19:00.0,182,63,At Risk - Repeat Customer
15680,3,43:00.0,46:00.0,366,63,At Risk - Repeat Customer
15681,6,46:00.0,25:00.0,280,63,At Risk - Repeat Customer
15683,1,56:00.0,56:00.0,117,63,At Risk - First_Customer
15687,11,13:00.0,33:00.0,330,63,At Risk - Repeat Customer
15689,2,57:00.0,37:00.0,361,63,At Risk - Repeat Customer
15690,2,40:00.0,59:00.0,100,63,At Risk - Repeat Customer
15691,1,13:00.0,13:00.0,252,63,At Risk - First_Customer
15692,1,12:00.0,12:00.0,28,63,Grace Period
15694,15,49:00.0,44:00.0,372,63,At Risk - Repeat Customer
15695,2,31:00.0,32:00.0,266,63,At Risk - Repeat Customer
15696,12,24:00.0,02:00.0,326,63,At Risk - Repeat Customer
15699,1,26:00.0,26:00.0,17,63,Grace Period
15700,3,36:00.0,53:00.0,173,63,At Risk - Repeat Customer
15701,4,36:00.0,39:00.0,110,63,At Risk - Repeat Customer
15703,1,51:00.0,51:00.0,264,63,At Risk - First_Customer
15704,4,42:00.0,35:00.0,215,63,At Risk - Repeat Customer
15705,1,37:00.0,37:00.0,201,63,At Risk - First_Customer
15706,7,32:00.0,14:00.0,116,63,At Risk - Repeat Customer
15707,4,19:00.0,35:00.0,86,63,At Risk - Repeat Customer
15708,11,25:00.0,54:00.0,369,63,At Risk - Repeat Customer
15709,1,38:00.0,38:00.0,283,63,At Risk - First_Customer
15712,5,32:00.0,09:00.0,287,63,At Risk - Repeat Customer
15713,3,16:00.0,34:00.0,366,63,At Risk - Repeat Customer
15714,2,25:00.0,26:00.0,77,63,At Risk - Repeat Customer
15716,4,26:00.0,59:00.0,369,63,At Risk - Repeat Customer
15717,1,21:00.0,21:00.0,234,63,At Risk - First_Customer
15719,14,31:00.0,29:00.0,337,63,At Risk - Repeat Customer
15720,1,48:00.0,48:00.0,24,63,Grace Period
15721,1,14:00.0,14:00.0,11,63,Grace Period
15722,6,24:00.0,43:00.0,290,63,At Risk - Repeat Customer
15723,1,12:00.0,12:00.0,364,63,At Risk - First_Customer
15724,3,40:00.0,40:00.0,284,63,At Risk - Repeat Customer
15725,1,51:00.0,51:00.0,15,63,Grace Period
15727,7,47:00.0,36:00.0,359,63,At Risk - Repeat Customer
15728,1,03:00.0,03:00.0,49,63,Grace Period
15729,2,36:00.0,43:00.0,212,63,At Risk - Repeat Customer
15730,4,43:00.0,31:00.0,206,63,At Risk - Repeat Customer
15732,2,00:00.0,24:00.0,372,63,At Risk - Repeat Customer
15733,1,05:00.0,05:00.0,282,63,At Risk - First_Customer
15734,2,59:00.0,50:00.0,200,63,At Risk - Repeat Customer
15737,12,01:00.0,21:00.0,242,63,At Risk - Repeat Customer
15738,19,50:00.0,26:00.0,372,63,At Risk - Repeat Customer
15739,1,42:00.0,42:00.0,66,63,At Risk - First_Customer
15740,1,29:00.0,29:00.0,49,63,Grace Period
15743,4,14:00.0,19:00.0,184,63,At Risk - Repeat Customer
15744,1,52:00.0,52:00.0,77,63,At Risk - First_Customer
15745,6,04:00.0,18:00.0,236,63,At Risk - Repeat Customer
15746,2,21:00.0,27:00.0,134,63,At Risk - Repeat Customer
15747,3,30:00.0,26:00.0,172,63,At Risk - Repeat Customer
15748,1,51:00.0,51:00.0,40,63,Grace Period
15749,4,55:00.0,20:00.0,332,63,At Risk - Repeat Customer
15750,9,36:00.0,34:00.0,366,63,At Risk - Repeat Customer
15752,8,43:00.0,37:00.0,372,63,At Risk - Repeat Customer
15753,1,41:00.0,41:00.0,304,63,At Risk - First_Customer
15754,4,24:00.0,44:00.0,246,63,At Risk - Repeat Customer
15755,8,53:00.0,59:00.0,294,63,At Risk - Repeat Customer
15756,4,00:00.0,30:00.0,249,63,At Risk - Repeat Customer
15757,2,40:00.0,14:00.0,217,63,At Risk - Repeat Customer
15758,1,48:00.0,48:00.0,24,63,Grace Period
15759,3,29:00.0,13:00.0,358,63,At Risk - Repeat Customer
15762,2,17:00.0,15:00.0,77,63,At Risk - Repeat Customer
15763,3,10:00.0,44:00.0,77,63,At Risk - Repeat Customer
15764,10,23:00.0,16:00.0,276,63,At Risk - Repeat Customer
15766,1,03:00.0,03:00.0,64,63,At Risk - First_Customer
15768,4,20:00.0,48:00.0,225,63,At Risk - Repeat Customer
15769,28,16:00.0,52:00.0,371,63,At Risk - Repeat Customer
15773,1,48:00.0,48:00.0,5,63,Grace Period
15774,1,04:00.0,04:00.0,68,63,At Risk - First_Customer
15775,1,56:00.0,56:00.0,245,63,At Risk - First_Customer
15776,1,46:00.0,46:00.0,133,63,At Risk - First_Customer
15777,5,38:00.0,43:00.0,361,63,At Risk - Repeat Customer
15780,3,43:00.0,01:00.0,357,63,At Risk - Repeat Customer
15781,4,15:00.0,57:00.0,305,63,At Risk - Repeat Customer
15782,4,29:00.0,49:00.0,89,63,At Risk - Repeat Customer
15783,1,50:00.0,50:00.0,10,63,Grace Period
15785,8,17:00.0,08:00.0,295,63,At Risk - Repeat Customer
15786,5,33:00.0,53:00.0,114,63,At Risk - Repeat Customer
15787,3,11:00.0,55:00.0,61,63,Approaching At-Risk - Repeat Customer
15789,1,35:00.0,35:00.0,358,63,At Risk - First_Customer
15790,1,53:00.0,53:00.0,10,63,Grace Period
15791,3,15:00.0,14:00.0,204,63,At Risk - Repeat Customer
15793,4,45:00.0,08:00.0,268,63,At Risk - Repeat Customer
15795,1,43:00.0,43:00.0,149,63,At Risk - First_Customer
15796,10,40:00.0,55:00.0,302,63,At Risk - Repeat Customer
15797,4,47:00.0,04:00.0,319,63,At Risk - Repeat Customer
15799,3,13:00.0,46:00.0,334,63,At Risk - Repeat Customer
15800,2,39:00.0,23:00.0,246,63,At Risk - Repeat Customer
15801,4,53:00.0,52:00.0,109,63,At Risk - Repeat Customer
15802,3,23:00.0,40:00.0,142,63,At Risk - Repeat Customer
15803,1,56:00.0,56:00.0,51,63,Grace Period
15804,19,12:00.0,31:00.0,198,63,At Risk - Repeat Customer
15805,20,33:00.0,32:00.0,364,63,At Risk - Repeat Customer
15806,3,24:00.0,35:00.0,276,63,At Risk - Repeat Customer
15807,3,43:00.0,10:00.0,77,63,At Risk - Repeat Customer
15808,5,05:00.0,33:00.0,369,63,At Risk - Repeat Customer
15809,6,16:00.0,05:00.0,302,63,At Risk - Repeat Customer
15810,6,11:00.0,38:00.0,296,63,At Risk - Repeat Customer
15811,9,29:00.0,29:00.0,365,63,At Risk - Repeat Customer
15812,5,12:00.0,19:00.0,317,63,At Risk - Repeat Customer
15813,2,09:00.0,13:00.0,239,63,At Risk - Repeat Customer
15814,6,04:00.0,01:00.0,50,63,Approaching At-Risk - Repeat Customer
15815,5,43:00.0,42:00.0,259,63,At Risk - Repeat Customer
15819,4,45:00.0,50:00.0,276,63,At Risk - Repeat Customer
15820,1,00:00.0,00:00.0,319,63,At Risk - First_Customer
15821,2,28:00.0,48:00.0,61,63,Approaching At-Risk - Repeat Customer
15822,2,38:00.0,50:00.0,359,63,At Risk - Repeat Customer
15823,2,08:00.0,58:00.0,372,63,At Risk - Repeat Customer
15825,1,27:00.0,27:00.0,172,63,At Risk - First_Customer
15826,4,44:00.0,24:00.0,210,63,At Risk - Repeat Customer
15827,19,06:00.0,35:00.0,372,63,At Risk - Repeat Customer
15829,2,23:00.0,45:00.0,140,63,At Risk - Repeat Customer
15830,2,40:00.0,35:00.0,37,63,Healthy
15831,4,44:00.0,14:00.0,324,63,At Risk - Repeat Customer
15832,1,29:00.0,29:00.0,254,63,At Risk - First_Customer
15834,6,45:00.0,41:00.0,372,63,At Risk - Repeat Customer
15835,4,35:00.0,47:00.0,330,63,At Risk - Repeat Customer
15836,2,13:00.0,37:00.0,50,63,Approaching At-Risk - Repeat Customer
15837,1,01:00.0,01:00.0,64,63,At Risk - First_Customer
15838,21,23:00.0,00:00.0,372,63,At Risk - Repeat Customer
15839,5,35:00.0,25:00.0,148,63,At Risk - Repeat Customer
15840,3,42:00.0,08:00.0,172,63,At Risk - Repeat Customer
15841,6,25:00.0,31:00.0,338,63,At Risk - Repeat Customer
15843,1,19:00.0,19:00.0,303,63,At Risk - First_Customer
15844,1,19:00.0,19:00.0,46,63,Grace Period
15845,10,19:00.0,42:00.0,337,63,At Risk - Repeat Customer
15847,2,46:00.0,41:00.0,288,63,At Risk - Repeat Customer
15850,2,16:00.0,14:00.0,168,63,At Risk - Repeat Customer
15852,2,26:00.0,22:00.0,197,63,At Risk - Repeat Customer
15853,1,38:00.0,38:00.0,51,63,Grace Period
15854,11,47:00.0,39:00.0,361,63,At Risk - Repeat Customer
15855,5,32:00.0,20:00.0,263,63,At Risk - Repeat Customer
15856,30,34:00.0,09:00.0,365,63,At Risk - Repeat Customer
15857,1,18:00.0,18:00.0,18,63,Grace Period
15858,5,31:00.0,48:00.0,367,63,At Risk - Repeat Customer
15860,8,38:00.0,25:00.0,368,63,At Risk - Repeat Customer
15861,10,12:00.0,59:00.0,267,63,At Risk - Repeat Customer
15862,4,21:00.0,28:00.0,373,63,At Risk - Repeat Customer
15863,2,36:00.0,49:00.0,192,63,At Risk - Repeat Customer
15864,8,43:00.0,32:00.0,316,63,At Risk - Repeat Customer
15865,3,44:00.0,43:00.0,213,63,At Risk - Repeat Customer
15866,1,09:00.0,09:00.0,101,63,At Risk - First_Customer
15867,16,17:00.0,37:00.0,369,63,At Risk - Repeat Customer
15869,2,19:00.0,23:00.0,277,63,At Risk - Repeat Customer
15870,1,58:00.0,58:00.0,32,63,Grace Period
15872,2,54:00.0,55:00.0,14,63,Healthy
15874,9,28:00.0,58:00.0,284,63,At Risk - Repeat Customer
15877,3,18:00.0,57:00.0,17,63,Healthy
15880,2,00:00.0,09:00.0,369,63,At Risk - Repeat Customer
15881,8,32:00.0,59:00.0,364,63,At Risk - Repeat Customer
15882,4,01:00.0,35:00.0,368,63,At Risk - Repeat Customer
15883,2,50:00.0,05:00.0,33,63,Healthy
15885,3,28:00.0,43:00.0,309,63,At Risk - Repeat Customer
15886,1,25:00.0,25:00.0,60,63,Grace Period
15888,2,30:00.0,44:00.0,80,63,At Risk - Repeat Customer
15889,2,12:00.0,10:00.0,369,63,At Risk - Repeat Customer
15891,1,35:00.0,35:00.0,226,63,At Risk - First_Customer
15894,2,06:00.0,50:00.0,369,63,At Risk - Repeat Customer
15895,1,27:00.0,27:00.0,149,63,At Risk - First_Customer
15897,2,32:00.0,50:00.0,194,63,At Risk - Repeat Customer
15898,6,01:00.0,23:00.0,368,63,At Risk - Repeat Customer
15899,1,36:00.0,36:00.0,368,63,At Risk - First_Customer
15900,1,19:00.0,19:00.0,23,63,Grace Period
15901,3,18:00.0,43:00.0,154,63,At Risk - Repeat Customer
15903,8,04:00.0,08:00.0,295,63,At Risk - Repeat Customer
15904,1,50:00.0,50:00.0,8,63,Grace Period
15906,8,18:00.0,24:00.0,255,63,At Risk - Repeat Customer
15907,3,01:00.0,21:00.0,210,63,At Risk - Repeat Customer
15909,1,38:00.0,38:00.0,173,63,At Risk - First_Customer
15910,8,55:00.0,51:00.0,316,63,At Risk - Repeat Customer
15912,2,10:00.0,29:00.0,233,63,At Risk - Repeat Customer
15916,10,49:00.0,46:00.0,366,63,At Risk - Repeat Customer
15917,1,40:00.0,40:00.0,247,63,At Risk - First_Customer
15918,2,55:00.0,42:00.0,271,63,At Risk - Repeat Customer
15919,2,26:00.0,28:00.0,368,63,At Risk - Repeat Customer
15920,4,16:00.0,31:00.0,154,63,At Risk - Repeat Customer
15921,1,03:00.0,03:00.0,172,63,At Risk - First_Customer
15922,2,51:00.0,05:00.0,373,63,At Risk - Repeat Customer
15923,1,16:00.0,16:00.0,372,63,At Risk - First_Customer
15925,1,35:00.0,35:00.0,194,63,At Risk - First_Customer
15930,1,52:00.0,52:00.0,67,63,At Risk - First_Customer
15932,11,50:00.0,13:00.0,289,63,At Risk - Repeat Customer
15933,3,05:00.0,14:00.0,86,63,At Risk - Repeat Customer
15935,2,35:00.0,27:00.0,241,63,At Risk - Repeat Customer
15937,1,48:00.0,48:00.0,64,63,At Risk - First_Customer
15938,5,11:00.0,56:00.0,323,63,At Risk - Repeat Customer
15939,16,43:00.0,30:00.0,331,63,At Risk - Repeat Customer
15940,2,18:00.0,21:00.0,311,63,At Risk - Repeat Customer
15942,1,01:00.0,01:00.0,133,63,At Risk - First_Customer
15944,1,33:00.0,33:00.0,276,63,At Risk - First_Customer
15945,1,14:00.0,14:00.0,365,63,At Risk - First_Customer
15947,1,46:00.0,46:00.0,82,63,At Risk - First_Customer
15948,2,35:00.0,32:00.0,43,63,Healthy
15949,2,34:00.0,09:00.0,71,63,At Risk - Repeat Customer
15950,5,56:00.0,34:00.0,359,63,At Risk - Repeat Customer
