CustomerID,RFM,Segment,Num_Purchase_Dates,Days_From_End,Personal_Churn+Window,Churn_Score
12674,334,Potential Loyalist,4,38,68.6,0.55393586
18081,331,Potential Loyalist,3,36,65,0.553846154
16767,344,Loyalist,8,30,54.2,0.553505535
13450,344,Loyalist,6,26,47,0.553191489
16551,233,At-Risk High Value,3,95,171.8,0.552968568
16081,244,At-Risk High Value,5,56,101.6,0.551181102
13728,343,Loyalist,6,36,65.4,0.550458716
12530,233,At-Risk High Value,4,59,107.2,0.550373134
14916,233,At-Risk High Value,4,70,127.4,0.549450549
16875,234,At-Risk High Value,4,67,122,0.549180328
14587,343,Loyalist,9,18,32.8,0.548780488
12372,233,At-Risk High Value,3,71,129.6,0.547839506
15622,344,Loyalist,5,43,78.6,0.547073791
16924,333,Potential Loyalist,3,21,38.4,0.546875
12600,344,Loyalist,10,28,51.2,0.546875
14535,234,At-Risk High Value,3,60,110.2,0.54446461
13771,234,At-Risk High Value,3,64,117.6,0.544217687
13726,323,Potential Loyalist,2,38,62,0.542857143
13292,322,Need Attention,2,38,246,0.542857143
17166,321,Need Attention,2,38,165,0.542857143
16825,323,Potential Loyalist,2,38,147,0.542857143
15847,322,Need Attention,2,38,250,0.542857143
14995,321,Need Attention,2,38,242,0.542857143
18270,322,Need Attention,2,38,228,0.542857143
17733,323,Potential Loyalist,2,38,223,0.542857143
12728,233,At-Risk High Value,4,71,130.8,0.542813456
17703,333,Potential Loyalist,3,35,65,0.538461538
15549,234,At-Risk High Value,3,77,143.2,0.537709497
16186,344,Loyalist,10,22,41,0.536585366
12854,233,At-Risk High Value,3,78,145.8,0.534979424
13140,232,Lost,3,108,202.2,0.534124629
15885,232,Lost,3,92,173,0.531791908
13611,233,At-Risk High Value,3,89,167.4,0.531660693
15799,233,At-Risk High Value,3,75,141.2,0.531161473
17071,344,Loyalist,8,28,52.8,0.53030303
14841,244,At-Risk High Value,6,53,100,0.53
16747,323,Potential Loyalist,2,37,30,0.528571429
16367,322,Need Attention,2,37,325,0.528571429
13904,321,Need Attention,2,37,257,0.528571429
17999,322,Need Attention,2,37,329,0.528571429
14180,444,Champions,24,10,19,0.526315789
13373,234,At-Risk High Value,3,60,114,0.526315789
16444,333,Potential Loyalist,4,46,87.4,0.526315789
12393,233,At-Risk High Value,4,72,137.4,0.524017467
16466,344,Loyalist,7,33,63,0.523809524
13317,234,At-Risk High Value,4,66,126.8,0.520504732
13644,434,Promising,4,16,30.8,0.519480519
14312,344,Loyalist,6,46,88.6,0.519187359
15240,344,Loyalist,5,44,84.8,0.518867925
13750,244,At-Risk High Value,5,53,102.2,0.518590998
15199,234,At-Risk High Value,4,59,113.8,0.518453427
13848,234,At-Risk High Value,3,92,177.8,0.517435321
15839,333,Potential Loyalist,3,33,63.8,0.517241379
16395,243,At-Risk High Value,5,60,116,0.517241379
15860,343,Loyalist,8,40,77.4,0.516795866
17572,231,Lost,4,71,137.4,0.516739447
17073,433,Promising,4,17,33,0.515151515
15608,333,Potential Loyalist,3,28,54.4,0.514705882
13591,233,At-Risk High Value,3,64,124.4,0.514469453
14636,322,Need Attention,2,36,232,0.514285714
15612,321,Need Attention,2,36,25,0.514285714
15651,323,Potential Loyalist,2,36,224,0.514285714
15252,322,Need Attention,2,36,147,0.514285714
14856,323,Potential Loyalist,2,36,20,0.514285714
14815,322,Need Attention,2,36,31,0.514285714
16206,232,Lost,4,54,105,0.514285714
18205,322,Need Attention,2,36,38,0.514285714
13327,344,Loyalist,7,38,74,0.513513514
14145,334,Potential Loyalist,4,46,89.6,0.513392857
17648,234,At-Risk High Value,3,60,117,0.512820513
13340,344,Loyalist,5,45,88.4,0.509049774
15971,444,Champions,11,17,33.4,0.508982036
12901,444,Champions,23,8,15.8,0.506329114
13157,333,Potential Loyalist,4,49,96.8,0.506198347
16153,344,Loyalist,5,49,96.8,0.506198347
12640,333,Potential Loyalist,3,23,45.8,0.502183406
13015,234,At-Risk High Value,4,53,105.6,0.501893939
13178,344,Loyalist,11,26,52,0.5
12944,322,Need Attention,2,35,319,0.5
12397,324,Potential Loyalist,2,35,100,0.5
12577,322,Need Attention,2,35,324,0.5
14150,323,Potential Loyalist,2,35,324,0.5
13651,321,Need Attention,2,35,4,0.5
16555,322,Need Attention,2,35,74,0.5
16722,444,Champions,13,17,34,0.5
14971,323,Potential Loyalist,2,35,8,0.5
18035,323,Potential Loyalist,2,35,8,0.5
15048,232,Lost,4,65,130.4,0.498466258
13047,344,Loyalist,8,31,62.2,0.498392283
12444,344,Loyalist,5,21,42.2,0.497630332
14554,434,Promising,4,10,20.2,0.495049505
16122,233,At-Risk High Value,4,73,147.6,0.494579946
13627,244,At-Risk High Value,5,59,119.4,0.494137353
12642,333,Potential Loyalist,3,25,50.6,0.494071146
18177,343,Loyalist,6,31,62.8,0.493630573
16389,233,At-Risk High Value,4,53,107.4,0.493482309
15164,233,At-Risk High Value,3,68,138.2,0.492040521
15669,333,Potential Loyalist,4,40,81.4,0.491400491
13588,444,Champions,9,15,30.6,0.490196078
17164,344,Loyalist,5,32,65.4,0.489296636
15933,333,Potential Loyalist,3,21,43,0.488372093
14341,343,Loyalist,5,45,92.2,0.488069414
16497,344,Loyalist,5,49,100.6,0.487077535
12681,444,Champions,20,14,28.8,0.486111111
16770,242,At-Risk High Value,5,57,117.8,0.483870968
16332,344,Loyalist,7,28,58,0.482758621
12726,344,Loyalist,7,28,58,0.482758621
16918,343,Loyalist,5,49,101.6,0.482283465
17725,444,Champions,11,16,33.2,0.481927711
15038,242,At-Risk High Value,6,58,120.4,0.481727575
17068,444,Champions,21,12,25,0.48
17086,444,Champions,6,7,14.6,0.479452055
18061,344,Loyalist,10,21,44,0.477272727
16188,333,Potential Loyalist,4,44,92.2,0.477223427
15291,344,Loyalist,15,25,52.4,0.477099237
15708,344,Loyalist,7,40,84,0.476190476
18118,444,Champions,26,10,21,0.476190476
13268,444,Champions,10,17,35.8,0.474860335
17802,233,At-Risk High Value,3,82,173.2,0.473441109
16203,232,Lost,4,58,122.6,0.473083197
17790,344,Loyalist,12,26,55,0.472727273
17220,344,Loyalist,10,24,50.8,0.472440945
17663,344,Loyalist,7,25,53,0.471698113
16168,444,Champions,25,10,21.2,0.471698113
16243,322,Need Attention,2,33,21,0.471428571
17082,324,Potential Loyalist,2,33,285,0.471428571
15427,323,Potential Loyalist,2,33,14,0.471428571
13365,324,Potential Loyalist,2,33,184,0.471428571
12838,322,Need Attention,2,33,340,0.471428571
14517,322,Need Attention,2,33,108,0.471428571
13759,322,Need Attention,2,33,38,0.471428571
17092,334,Potential Loyalist,4,50,106.2,0.470809793
14733,444,Champions,12,16,34,0.470588235
12517,334,Potential Loyalist,4,28,59.6,0.469798658
17905,233,At-Risk High Value,4,71,151.6,0.468337731
13381,344,Loyalist,6,31,66.2,0.468277946
14359,333,Potential Loyalist,3,19,40.6,0.467980296
15329,333,Potential Loyalist,3,39,83.4,0.467625899
15150,444,Champions,10,17,36.4,0.467032967
13717,343,Loyalist,6,32,68.8,0.465116279
17777,332,Potential Loyalist,3,24,51.8,0.463320463
12576,343,Loyalist,5,35,75.8,0.461741425
13804,344,Loyalist,6,30,65,0.461538462
13477,343,Loyalist,6,37,80.2,0.461346633
15411,333,Potential Loyalist,4,26,56.4,0.460992908
16488,332,Potential Loyalist,3,33,71.6,0.460893855
16728,333,Potential Loyalist,4,46,100,0.46
12500,344,Loyalist,10,23,50,0.46
16066,444,Champions,5,16,34.8,0.459770115
12527,232,Lost,3,81,176.6,0.458663647
12647,344,Loyalist,11,22,48,0.458333333
12832,322,Need Attention,2,32,66,0.457142857
16053,323,Potential Loyalist,2,32,90,0.457142857
15522,322,Need Attention,2,32,55,0.457142857
15330,323,Potential Loyalist,2,32,28,0.457142857
17430,321,Need Attention,2,32,333,0.457142857
13324,344,Loyalist,6,36,78.8,0.456852792
13895,334,Potential Loyalist,4,28,61.4,0.456026059
12613,234,At-Risk High Value,3,57,125,0.456
16232,333,Potential Loyalist,3,43,94.4,0.455508475
12359,234,At-Risk High Value,4,57,125.6,0.453821656
16841,344,Loyalist,6,36,79.4,0.453400504
18075,344,Loyalist,10,23,51,0.450980392
13575,343,Loyalist,5,23,51,0.450980392
14383,333,Potential Loyalist,3,38,84.4,0.450236967
18136,233,At-Risk High Value,3,63,140,0.45
18241,444,Champions,17,9,20,0.45
14623,343,Loyalist,5,32,71.2,0.449438202
13637,233,At-Risk High Value,3,52,115.8,0.449050086
12759,233,At-Risk High Value,3,52,116,0.448275862
17160,343,Loyalist,6,31,69.2,0.447976879
13461,333,Potential Loyalist,3,38,85,0.447058824
16900,433,Promising,3,16,35.8,0.446927374
14188,344,Loyalist,6,30,67.2,0.446428571
16969,332,Potential Loyalist,3,39,87.4,0.446224256
16434,343,Loyalist,7,29,65,0.446153846
17107,344,Loyalist,5,33,74,0.445945946
15529,344,Loyalist,11,22,49.4,0.44534413
15555,444,Champions,16,12,27,0.444444444
13959,232,Lost,3,79,177.8,0.44431946
14676,344,Loyalist,6,31,69.8,0.444126074
14050,322,Need Attention,2,31,75,0.442857143
13329,323,Potential Loyalist,2,31,335,0.442857143
13272,321,Need Attention,2,31,58,0.442857143
12849,323,Potential Loyalist,2,31,237,0.442857143
15573,322,Need Attention,2,31,54,0.442857143
15406,322,Need Attention,2,31,270,0.442857143
15763,323,Potential Loyalist,2,31,46,0.442857143
15103,323,Potential Loyalist,2,31,55,0.442857143
16863,322,Need Attention,2,31,335,0.442857143
16284,323,Potential Loyalist,2,31,19,0.442857143
17964,322,Need Attention,2,31,341,0.442857143
17637,322,Need Attention,2,31,84,0.442857143
14514,233,At-Risk High Value,3,61,138,0.442028986
14665,233,At-Risk High Value,4,60,135.8,0.441826215
16409,344,Loyalist,5,36,81.8,0.4400978
15805,344,Loyalist,13,23,52.4,0.438931298
16012,333,Potential Loyalist,3,35,79.8,0.438596491
16325,333,Potential Loyalist,3,46,105.2,0.437262357
12909,334,Potential Loyalist,4,39,89.2,0.437219731
17696,344,Loyalist,7,38,87,0.436781609
17702,333,Potential Loyalist,4,30,68.8,0.436046512
16940,234,At-Risk High Value,3,52,119.4,0.435510888
12721,344,Loyalist,6,31,71.2,0.435393258
17716,344,Loyalist,9,22,50.8,0.433070866
17470,343,Loyalist,5,44,101.6,0.433070866
17416,344,Loyalist,7,29,67,0.432835821
12731,344,Loyalist,11,23,53.4,0.43071161
13046,323,Potential Loyalist,2,30,236,0.428571429
13094,344,Loyalist,12,21,49,0.428571429
14240,323,Potential Loyalist,2,30,195,0.428571429
14284,322,Need Attention,2,30,56,0.428571429
14432,444,Champions,6,9,21,0.428571429
14108,323,Potential Loyalist,2,30,71,0.428571429
16923,444,Champions,17,12,28,0.428571429
16882,233,At-Risk High Value,3,66,154,0.428571429
16041,324,Potential Loyalist,2,30,111,0.428571429
14921,323,Potential Loyalist,2,30,171,0.428571429
12757,444,Champions,9,15,35,0.428571429
15058,344,Loyalist,8,25,58.4,0.428082192
15981,344,Loyalist,8,24,56.2,0.427046263
15656,333,Potential Loyalist,4,45,105.4,0.426944972
18172,444,Champions,14,14,32.8,0.426829268
17571,333,Potential Loyalist,4,50,117.2,0.42662116
15621,433,Promising,3,4,9.4,0.425531915
16225,333,Potential Loyalist,4,44,103.4,0.425531915
16942,444,Champions,8,12,28.2,0.425531915
18079,334,Potential Loyalist,3,45,105.8,0.425330813
16713,344,Loyalist,15,18,42.4,0.424528302
17930,344,Loyalist,5,35,82.6,0.423728814
14404,343,Loyalist,6,33,78,0.423076923
12413,233,At-Risk High Value,3,66,156.2,0.422535211
14948,343,Loyalist,6,23,54.8,0.419708029
15955,344,Loyalist,10,24,57.2,0.41958042
18135,343,Loyalist,5,29,69.2,0.419075145
13880,344,Loyalist,10,21,50.2,0.418326693
13700,344,Loyalist,8,26,62.4,0.416666667
17007,343,Loyalist,5,50,120.2,0.415973378
16531,343,Loyalist,7,22,53,0.41509434
17659,444,Champions,12,17,41,0.414634146
17537,323,Potential Loyalist,2,29,274,0.414285714
18217,322,Need Attention,2,29,41,0.414285714
15355,321,Need Attention,2,29,24,0.414285714
15184,322,Need Attention,2,29,161,0.414285714
13817,322,Need Attention,2,29,322,0.414285714
12844,322,Need Attention,2,29,101,0.414285714
12981,322,Need Attention,2,29,104,0.414285714
13396,323,Potential Loyalist,2,29,290,0.414285714
13460,321,Need Attention,2,29,20,0.414285714
13379,332,Potential Loyalist,3,26,62.8,0.414012739
13764,233,At-Risk High Value,3,70,169.2,0.413711584
17162,343,Loyalist,6,28,67.8,0.412979351
17064,233,At-Risk High Value,3,58,140.8,0.411931818
14936,344,Loyalist,5,33,80.2,0.411471322
12473,334,Potential Loyalist,4,29,70.6,0.410764873
15752,344,Loyalist,7,39,95,0.410526316
18229,444,Champions,20,11,26.8,0.410447761
12709,444,Champions,15,15,36.6,0.409836066
12432,334,Potential Loyalist,3,42,102.8,0.408560311
12619,444,Champions,9,16,39.2,0.408163265
15288,344,Loyalist,5,43,105.4,0.407969639
15952,333,Potential Loyalist,4,33,81,0.407407407
17175,333,Potential Loyalist,4,44,108.4,0.405904059
16638,344,Loyalist,10,22,54.2,0.405904059
14640,344,Loyalist,6,24,59.2,0.405405405
16818,444,Champions,11,10,24.8,0.403225806
14466,344,Loyalist,7,29,72,0.402777778
15376,333,Potential Loyalist,3,40,99.4,0.402414487
15511,443,Loyalist,5,11,27.4,0.401459854
15421,233,At-Risk High Value,3,58,144.6,0.401106501
12910,344,Loyalist,6,23,57.4,0.400696864
12589,322,Need Attention,2,28,116,0.4
12384,322,Need Attention,2,28,93,0.4
13810,324,Potential Loyalist,2,28,28,0.4
13727,322,Need Attention,2,28,5,0.4
13557,322,Need Attention,2,28,252,0.4
15492,322,Need Attention,2,28,46,0.4
15105,344,Loyalist,5,18,45,0.4
16386,322,Need Attention,2,28,225,0.4
17295,322,Need Attention,2,28,36,0.4
15267,344,Loyalist,5,22,55,0.4
15809,342,Loyalist,5,36,90.4,0.398230088
14639,234,At-Risk High Value,4,52,130.6,0.398162328
13148,344,Loyalist,7,29,73,0.397260274
14102,443,Loyalist,5,5,12.6,0.396825397
14175,234,At-Risk High Value,3,59,148.8,0.396505376
15835,333,Potential Loyalist,4,44,111,0.396396396
14842,334,Potential Loyalist,4,43,108.6,0.395948435
16107,444,Champions,7,17,43,0.395348837
16791,343,Loyalist,6,29,73.4,0.395095368
18167,333,Potential Loyalist,3,23,58.4,0.393835616
16308,334,Potential Loyalist,4,37,94,0.393617021
17557,433,Promising,3,14,35.6,0.393258427
16744,443,Loyalist,7,11,28,0.392857143
15806,333,Potential Loyalist,3,46,117.4,0.391822828
15152,444,Champions,13,9,23,0.391304348
12408,334,Potential Loyalist,4,32,81.8,0.391198044
13316,334,Potential Loyalist,4,37,94.6,0.391120507
16470,233,At-Risk High Value,4,51,130.4,0.391104294
17562,443,Loyalist,7,14,36,0.388888889
13824,344,Loyalist,5,32,82.6,0.387409201
14443,233,At-Risk High Value,4,53,137.2,0.386297376
12395,344,Loyalist,11,19,49.2,0.386178862
14547,444,Champions,8,3,7.8,0.384615385
18041,444,Champions,20,11,28.8,0.381944444
14866,444,Champions,11,10,26.2,0.381679389
17069,344,Loyalist,8,28,73.4,0.38147139
15998,344,Loyalist,5,36,94.6,0.380549683
12456,334,Potential Loyalist,3,44,115.8,0.379965458
16321,232,Lost,3,72,190,0.378947368
12949,344,Loyalist,5,30,79.2,0.378787879
16205,333,Potential Loyalist,4,30,79.2,0.378787879
13050,444,Champions,17,14,37,0.378378378
18221,343,Loyalist,5,22,58.2,0.378006873
14099,444,Champions,11,16,42.4,0.377358491
12867,344,Loyalist,7,26,69,0.376811594
17287,343,Loyalist,7,26,69,0.376811594
16418,333,Potential Loyalist,3,44,116.8,0.376712329
12599,343,Loyalist,7,29,77,0.376623377
14504,333,Potential Loyalist,4,47,125.2,0.375399361
16235,343,Loyalist,5,40,106.6,0.375234522
17361,332,Potential Loyalist,3,49,130.6,0.375191424
12971,444,Champions,71,3,8,0.375
15722,334,Potential Loyalist,4,35,93.4,0.374732334
14227,344,Loyalist,6,26,69.4,0.374639769
13643,332,Potential Loyalist,3,31,83,0.373493976
16912,344,Loyalist,6,28,75,0.373333333
13487,232,Lost,3,57,152.8,0.373036649
17966,332,Potential Loyalist,4,37,99.2,0.372983871
16607,444,Champions,14,17,45.6,0.372807018
16560,323,Potential Loyalist,2,26,332,0.371428571
16930,322,Need Attention,2,26,42,0.371428571
15787,323,Potential Loyalist,2,26,35,0.371428571
15429,322,Need Attention,2,26,49,0.371428571
15599,323,Potential Loyalist,2,26,178,0.371428571
14882,322,Need Attention,2,26,7,0.371428571
14784,322,Need Attention,2,26,297,0.371428571
12508,322,Need Attention,2,26,3,0.371428571
12865,323,Potential Loyalist,2,26,97,0.371428571
14088,444,Champions,12,10,27,0.37037037
16637,333,Potential Loyalist,4,32,86.4,0.37037037
12472,344,Loyalist,7,32,87,0.367816092
14731,332,Potential Loyalist,3,47,127.8,0.367762128
16157,433,Promising,3,15,40.8,0.367647059
14498,344,Loyalist,5,42,114.4,0.367132867
13854,444,Champions,25,8,21.8,0.366972477
15533,333,Potential Loyalist,3,19,51.8,0.366795367
14524,344,Loyalist,6,31,84.6,0.36643026
12936,433,Promising,3,17,46.4,0.36637931
14765,332,Potential Loyalist,3,29,79.2,0.366161616
14709,444,Champions,12,15,41,0.365853659
16628,344,Loyalist,5,29,79.4,0.365239295
15865,333,Potential Loyalist,3,40,109.6,0.364963504
15367,233,At-Risk High Value,3,57,156.4,0.364450128
14298,444,Champions,25,8,22,0.363636364
15065,334,Potential Loyalist,4,37,101.8,0.36345776
15089,444,Champions,6,10,27.6,0.362318841
13200,333,Potential Loyalist,4,19,52.6,0.36121673
16136,233,At-Risk High Value,3,59,163.6,0.360635697
16593,332,Potential Loyalist,3,50,138.8,0.360230548
16361,433,Promising,4,9,25,0.36
14667,444,Champions,23,10,27.8,0.35971223
13576,444,Champions,18,10,27.8,0.35971223
15584,333,Potential Loyalist,4,23,64,0.359375
17272,334,Potential Loyalist,4,42,117,0.358974359
14159,344,Loyalist,11,19,53,0.358490566
14233,334,Potential Loyalist,4,49,136.8,0.358187135
14530,344,Loyalist,6,25,69.8,0.358166189
13527,344,Loyalist,6,33,92.2,0.35791757
12689,323,Potential Loyalist,2,25,102,0.357142857
15863,321,Need Attention,2,25,167,0.357142857
15050,324,Potential Loyalist,2,25,46,0.357142857
14862,323,Potential Loyalist,2,25,123,0.357142857
16519,321,Need Attention,2,25,340,0.357142857
17081,321,Need Attention,2,25,21,0.357142857
17235,322,Need Attention,2,25,347,0.357142857
17658,323,Potential Loyalist,2,25,186,0.357142857
18287,334,Potential Loyalist,3,42,117.6,0.357142857
15754,232,Lost,3,51,142.8,0.357142857
16150,344,Loyalist,5,42,118,0.355932203
12676,343,Loyalist,6,24,67.6,0.355029586
13488,444,Champions,12,17,48,0.354166667
12484,344,Loyalist,6,32,90.4,0.353982301
17262,233,At-Risk High Value,4,52,147,0.353741497
13571,444,Champions,12,12,34,0.352941176
15620,233,At-Risk High Value,3,56,158.8,0.352644836
13975,344,Loyalist,5,31,88,0.352272727
13437,444,Champions,7,14,40,0.35
16023,332,Potential Loyalist,3,46,131.6,0.349544073
14691,334,Potential Loyalist,4,30,86,0.348837209
17975,444,Champions,13,15,43,0.348837209
18149,333,Potential Loyalist,3,50,143.6,0.348189415
12948,444,Champions,7,16,46,0.347826087
13636,343,Loyalist,5,36,103.6,0.347490347
17213,344,Loyalist,6,40,115.2,0.347222222
15203,343,Loyalist,6,25,72.2,0.346260388
17139,444,Champions,9,15,43.4,0.34562212
16743,344,Loyalist,6,29,84,0.345238095
14711,444,Champions,11,10,29,0.344827586
14798,231,Lost,3,52,151.2,0.343915344
13266,444,Champions,12,11,32,0.34375
15238,333,Potential Loyalist,3,29,84.4,0.343601896
17180,233,At-Risk High Value,3,56,163,0.343558282
13862,344,Loyalist,8,18,52.4,0.34351145
14544,324,Potential Loyalist,2,24,337,0.342857143
13236,323,Potential Loyalist,2,24,82,0.342857143
13455,323,Potential Loyalist,2,24,342,0.342857143
13066,322,Need Attention,2,24,8,0.342857143
12883,323,Potential Loyalist,2,24,65,0.342857143
16240,324,Potential Loyalist,2,24,53,0.342857143
16557,322,Need Attention,2,24,113,0.342857143
14853,322,Need Attention,2,24,187,0.342857143
17540,322,Need Attention,2,24,292,0.342857143
18123,322,Need Attention,2,24,7,0.342857143
15571,433,Promising,4,11,32.2,0.341614907
13184,444,Champions,9,14,41,0.341463415
15587,333,Potential Loyalist,4,50,146.6,0.34106412
16295,433,Promising,4,9,26.4,0.340909091
15113,434,Promising,3,9,26.4,0.340909091
12449,334,Potential Loyalist,4,22,64.6,0.340557276
13429,433,Promising,4,10,29.4,0.340136054
13940,433,Promising,4,17,50,0.34
13110,343,Loyalist,6,31,91.2,0.339912281
14167,332,Potential Loyalist,4,39,114.8,0.339721254
13971,344,Loyalist,8,18,53.4,0.337078652
13107,334,Potential Loyalist,4,44,130.8,0.336391437
17306,444,Champions,15,10,29.8,0.33557047
15831,233,At-Risk High Value,3,58,173.2,0.334872979
17450,444,Champions,27,8,24,0.333333333
15527,344,Loyalist,8,18,54.2,0.332103321
16233,232,Lost,3,71,213.8,0.332086062
18170,333,Potential Loyalist,3,33,99.8,0.330661323
18246,323,Potential Loyalist,2,23,210,0.328571429
17549,321,Need Attention,2,23,28,0.328571429
16916,322,Need Attention,2,23,349,0.328571429
16855,322,Need Attention,2,23,20,0.328571429
16999,322,Need Attention,2,23,51,0.328571429
16669,323,Potential Loyalist,2,23,55,0.328571429
16804,322,Need Attention,2,23,247,0.328571429
15967,322,Need Attention,2,23,295,0.328571429
14851,322,Need Attention,2,23,233,0.328571429
12991,322,Need Attention,2,23,89,0.328571429
13894,322,Need Attention,2,23,287,0.328571429
13816,322,Need Attention,2,23,41,0.328571429
17779,333,Potential Loyalist,3,21,64,0.328125
14901,444,Champions,9,11,33.6,0.327380952
17054,343,Loyalist,5,28,85.6,0.327102804
13456,444,Champions,6,17,52,0.326923077
18150,332,Potential Loyalist,3,32,98.6,0.324543611
14064,343,Loyalist,5,29,89.6,0.323660714
12928,343,Loyalist,5,35,108.4,0.322878229
16768,332,Potential Loyalist,3,47,145.6,0.322802198
16385,232,Lost,3,60,186,0.322580645
15297,432,Potential Loyalist,3,10,31,0.322580645
15615,444,Champions,17,10,31,0.322580645
13500,333,Potential Loyalist,3,23,71.4,0.322128852
12921,444,Champions,23,9,28,0.321428571
17758,344,Loyalist,6,19,59.4,0.31986532
16730,233,At-Risk High Value,3,52,162.6,0.319803198
15632,444,Champions,8,15,47,0.319148936
17211,344,Loyalist,8,26,81.8,0.317848411
17799,344,Loyalist,9,22,69.4,0.317002882
14704,443,Loyalist,9,11,34.8,0.316091954
16218,344,Loyalist,6,29,91.8,0.315904139
17183,444,Champions,6,7,22.2,0.315315315
17596,344,Loyalist,7,23,73,0.315068493
12645,333,Potential Loyalist,4,33,104.8,0.314885496
12657,434,Promising,3,11,35,0.314285714
12406,324,Potential Loyalist,2,22,161,0.314285714
13028,322,Need Attention,2,22,23,0.314285714
13004,444,Champions,17,11,35,0.314285714
14508,322,Need Attention,2,22,67,0.314285714
14416,322,Need Attention,2,22,20,0.314285714
14034,323,Potential Loyalist,2,22,135,0.314285714
17080,322,Need Attention,2,22,247,0.314285714
16070,323,Potential Loyalist,2,22,10,0.314285714
15287,322,Need Attention,2,22,48,0.314285714
15124,321,Need Attention,2,22,169,0.314285714
17330,322,Need Attention,2,22,45,0.314285714
17461,323,Potential Loyalist,2,22,7,0.314285714
17797,323,Potential Loyalist,2,22,160,0.314285714
16809,342,Loyalist,5,23,73.2,0.31420765
15660,344,Loyalist,6,25,79.6,0.314070352
16771,344,Loyalist,5,33,105.2,0.313688213
17338,444,Champions,8,17,54.2,0.313653137
13167,333,Potential Loyalist,4,18,57.4,0.31358885
13634,344,Loyalist,5,33,105.4,0.313092979
12627,444,Champions,7,10,32,0.3125
16609,444,Champions,7,15,48,0.3125
17811,444,Champions,38,4,12.8,0.3125
13623,343,Loyalist,5,30,96,0.3125
15605,343,Loyalist,5,36,115.6,0.311418685
14631,333,Potential Loyalist,3,50,160.6,0.311332503
12697,333,Potential Loyalist,3,28,90,0.311111111
13988,344,Loyalist,6,19,61.2,0.310457516
14511,443,Loyalist,5,11,35.6,0.308988764
17469,443,Loyalist,5,16,51.8,0.308880309
13704,444,Champions,9,5,16.2,0.308641975
16464,333,Potential Loyalist,3,19,61.8,0.307443366
14525,344,Loyalist,9,19,61.8,0.307443366
14226,344,Loyalist,5,28,91.4,0.306345733
13209,344,Loyalist,6,30,98.2,0.305498982
12370,234,At-Risk High Value,4,51,167,0.305389222
17191,344,Loyalist,5,28,92.2,0.303687636
17373,333,Potential Loyalist,4,40,132,0.303030303
17059,344,Loyalist,5,29,95.8,0.302713987
13577,333,Potential Loyalist,4,25,82.6,0.302663438
12567,344,Loyalist,9,22,72.8,0.302197802
14502,344,Loyalist,9,19,63,0.301587302
16633,444,Champions,6,17,56.4,0.30141844
14824,433,Promising,4,10,33.2,0.301204819
15845,444,Champions,8,17,56.6,0.300353357
15494,323,Potential Loyalist,2,21,100,0.3
15088,323,Potential Loyalist,2,21,46,0.3
17163,322,Need Attention,2,21,57,0.3
16414,321,Need Attention,2,21,259,0.3
16134,322,Need Attention,2,21,338,0.3
14593,322,Need Attention,2,21,177,0.3
13960,321,Need Attention,2,21,50,0.3
13962,321,Need Attention,2,21,224,0.3
12578,324,Potential Loyalist,2,21,309,0.3
12498,322,Need Attention,2,21,36,0.3
17760,322,Need Attention,2,21,352,0.3
14332,333,Potential Loyalist,3,22,73.6,0.298913043
16910,443,Loyalist,8,4,13.4,0.298507463
17314,344,Loyalist,8,24,80.6,0.297766749
13742,444,Champions,11,16,53.8,0.29739777
16009,333,Potential Loyalist,4,22,74,0.297297297
17088,334,Potential Loyalist,4,28,94.4,0.296610169
15134,444,Champions,8,14,47.2,0.296610169
16549,444,Champions,8,10,33.8,0.295857988
15838,444,Champions,15,11,37.2,0.295698925
12481,344,Loyalist,8,22,74.4,0.295698925
13058,332,Potential Loyalist,3,24,81.2,0.295566502
17867,333,Potential Loyalist,4,30,101.8,0.294695481
17368,344,Loyalist,8,23,78.2,0.294117647
12428,344,Loyalist,7,25,85,0.294117647
16907,343,Loyalist,5,29,99.2,0.29233871
17381,444,Champions,20,8,27.4,0.291970803
16612,333,Potential Loyalist,4,32,109.8,0.29143898
13835,333,Potential Loyalist,4,25,85.8,0.291375291
14522,333,Potential Loyalist,4,24,82.4,0.291262136
16357,332,Potential Loyalist,3,33,113.4,0.291005291
15027,333,Potential Loyalist,4,30,103.2,0.290697674
15493,333,Potential Loyalist,4,32,110.2,0.290381125
18096,433,Promising,3,11,38,0.289473684
16126,334,Potential Loyalist,4,29,100.4,0.288844622
16996,343,Loyalist,5,30,104.2,0.287907869
17043,333,Potential Loyalist,4,32,111.4,0.287253142
17828,334,Potential Loyalist,4,22,76.6,0.287206266
16670,444,Champions,10,16,55.8,0.286738351
15251,444,Champions,10,9,31.4,0.286624204
18211,343,Loyalist,5,25,87.4,0.28604119
13592,332,Potential Loyalist,4,35,122.4,0.285947712
14367,444,Champions,13,8,28,0.285714286
13451,344,Loyalist,5,26,91,0.285714286
16813,443,Loyalist,10,8,28,0.285714286
14775,233,At-Risk High Value,3,58,203.8,0.284592738
12477,344,Loyalist,6,22,77.4,0.284237726
13139,444,Champions,6,16,56.4,0.283687943
16710,344,Loyalist,9,19,67,0.28358209
17351,332,Potential Loyalist,3,36,127.2,0.283018868
18069,344,Loyalist,5,26,92,0.282608696
14214,343,Loyalist,5,30,106.4,0.281954887
17979,333,Potential Loyalist,3,35,124.6,0.280898876
