CustomerID,Days_From_Last,Num_orders,Ln_Num_Orders,Total_Revenue,R,F,M,RFM,Segment
15452,30,3,1.386294361,344.98,3,3,2,332,Potential Loyalist
15453,2,7,2.079441542,989.1,4,4,3,443,Loyalist
15454,363,1,0.693147181,108.35,1,1,1,111,Lost
15456,284,2,1.098612289,306.22,1,2,2,122,Lost
15457,263,1,0.693147181,106.8,1,1,1,111,Lost
15458,26,1,0.693147181,146.64,3,1,1,311,Need Attention
15460,355,1,0.693147181,140.91,1,1,1,111,Lost
15462,95,3,1.386294361,159.6,2,3,1,231,Lost
15463,30,1,0.693147181,126.14,3,1,1,311,Need Attention
15464,339,1,0.693147181,549.93,1,1,3,113,Lost
15465,20,18,2.944438979,7064.37,3,4,4,344,Loyalist
15466,86,1,0.693147181,244.87,2,1,2,212,Lost
15467,10,3,1.386294361,469.73,4,3,2,432,Potential Loyalist
15468,52,1,0.693147181,262.57,2,1,2,212,Lost
15469,51,2,1.098612289,500.8,3,2,3,323,Potential Loyalist
15471,3,1,0.693147181,357.42,4,1,2,412,New Customers
15472,114,1,0.693147181,175.27,2,1,1,211,Lost
15473,15,4,1.609437912,1465.2,4,3,4,434,Promising
15475,78,1,0.693147181,223.71,2,1,2,212,Lost
15478,41,2,1.098612289,1215.7,3,2,4,324,Potential Loyalist
15480,117,1,0.693147181,595.12,2,1,3,213,At-Risk High Value
15482,16,9,2.302585093,9040.96,4,4,4,444,Champions
15483,162,2,1.098612289,175.74,1,2,1,121,Lost
15484,2,4,1.609437912,2564.77,4,3,4,434,Promising
15485,31,3,1.386294361,1483.23,3,3,4,334,Potential Loyalist
15488,93,1,0.693147181,91.32,2,1,1,211,Lost
15489,23,3,1.386294361,811.88,3,3,3,333,Potential Loyalist
15491,96,5,1.791759469,2259.89,2,4,4,244,At-Risk High Value
15492,29,2,1.098612289,436.84,3,2,2,322,Need Attention
15493,33,4,1.609437912,1097.99,3,3,3,333,Potential Loyalist
15494,22,2,1.098612289,857.36,3,2,3,323,Potential Loyalist
15497,18,2,1.098612289,1232.2,4,2,4,424,Promising
15498,3,17,2.890371758,8462.73,4,4,4,444,Champions
15500,9,4,1.609437912,838.88,4,3,3,433,Promising
15502,16,8,2.197224577,8412.61,4,4,4,444,Champions
15503,363,1,0.693147181,58.21,1,1,1,111,Lost
15504,82,1,0.693147181,29.16,2,1,1,211,Lost
15505,53,5,1.791759469,2650.72,2,4,4,244,At-Risk High Value
15506,23,3,1.386294361,657.36,3,3,3,333,Potential Loyalist
15507,172,1,0.693147181,356.49,1,1,2,112,Lost
15508,190,4,1.609437912,737.78,1,3,3,133,At-Risk High Value
15510,331,1,0.693147181,250,1,1,2,112,Lost
15511,12,5,1.791759469,647.61,4,4,3,443,Loyalist
15512,156,2,1.098612289,106,1,2,1,121,Lost
15513,34,15,2.772588722,12583.27,3,4,4,344,Loyalist
15514,13,8,2.197224577,3486.24,4,4,4,444,Champions
15516,45,2,1.098612289,52.73,3,2,1,321,Need Attention
15517,234,1,0.693147181,245.66,1,1,2,112,Lost
15518,65,7,2.079441542,1554.93,2,4,4,244,At-Risk High Value
15520,2,1,0.693147181,192.3,4,1,1,411,New Customers
15521,41,6,1.945910149,1984,3,4,4,344,Loyalist
15522,33,2,1.098612289,310.04,3,2,2,322,Need Attention
15523,85,1,0.693147181,399.93,2,1,2,212,Lost
15524,25,1,0.693147181,440,3,1,2,312,Need Attention
15525,3,3,1.386294361,536.11,4,3,3,433,Promising
15526,34,1,0.693147181,148.44,3,1,1,311,Need Attention
15527,19,8,2.197224577,1989.77,3,4,4,344,Loyalist
15528,255,1,0.693147181,218.47,1,1,2,112,Lost
15529,23,11,2.48490665,2440.48,3,4,4,344,Loyalist
15530,22,4,1.609437912,1204.02,3,3,4,334,Potential Loyalist
15531,9,2,1.098612289,1124.98,4,2,3,423,Promising
15532,26,4,1.609437912,1066.45,3,3,3,333,Potential Loyalist
15533,20,3,1.386294361,692.07,3,3,3,333,Potential Loyalist
15535,174,3,1.386294361,272.52,1,3,2,132,Lost
15537,164,1,0.693147181,86.57,1,1,1,111,Lost
15539,8,1,0.693147181,354.8,4,1,2,412,New Customers
15540,12,1,0.693147181,175.95,4,1,1,411,New Customers
15541,115,1,0.693147181,31.08,2,1,1,211,Lost
15543,289,1,0.693147181,89.38,1,1,1,111,Lost
15544,10,9,2.302585093,1342.11,4,4,4,444,Champions
15545,55,2,1.098612289,190.55,2,2,1,221,Lost
15547,8,12,2.564949357,3642.28,4,4,4,444,Champions
15549,78,3,1.386294361,1346.71,2,3,4,234,At-Risk High Value
15550,5,4,1.609437912,455.81,4,3,2,432,Potential Loyalist
15551,37,1,0.693147181,309.66,3,1,2,312,Need Attention
15552,218,1,0.693147181,73.42,1,1,1,111,Lost
15553,61,1,0.693147181,256.11,2,1,2,212,Lost
15554,278,1,0.693147181,111,1,1,1,111,Lost
15555,13,16,2.833213344,2920.14,4,4,4,444,Champions
15556,25,1,0.693147181,221.53,3,1,2,312,Need Attention
15557,29,1,0.693147181,433.51,3,1,2,312,Need Attention
15561,12,3,1.386294361,642.23,4,3,3,433,Promising
15562,352,1,0.693147181,134.55,1,1,1,111,Lost
15563,23,3,1.386294361,1041.64,3,3,3,333,Potential Loyalist
15565,51,2,1.098612289,156.66,3,2,1,321,Need Attention
15567,19,1,0.693147181,180.25,3,1,1,311,Need Attention
15568,3,3,1.386294361,695.37,4,3,3,433,Promising
15569,104,4,1.609437912,1226.18,2,3,4,234,At-Risk High Value
15570,8,12,2.564949357,2803.6,4,4,4,444,Champions
15571,12,4,1.609437912,609.84,4,3,3,433,Promising
15572,5,5,1.791759469,2196.13,4,4,4,444,Champions
15573,32,2,1.098612289,448.25,3,2,2,322,Need Attention
15574,178,3,1.386294361,473.66,1,3,2,132,Lost
15576,38,1,0.693147181,791.19,3,1,3,313,Need Attention
15577,152,2,1.098612289,154.14,1,2,1,121,Lost
15578,163,1,0.693147181,123.2,1,1,1,111,Lost
15579,69,2,1.098612289,195.85,2,2,1,221,Lost
15581,121,12,2.564949357,3528.17,2,4,4,244,At-Risk High Value
15582,25,3,1.386294361,308.57,3,3,2,332,Potential Loyalist
15584,24,4,1.609437912,518.27,3,3,3,333,Potential Loyalist
15585,177,1,0.693147181,314.04,1,1,2,112,Lost
15587,51,4,1.609437912,913.68,3,3,3,333,Potential Loyalist
15589,256,2,1.098612289,365.73,1,2,2,122,Lost
15592,47,1,0.693147181,306.49,3,1,2,312,Need Attention
15593,71,1,0.693147181,199.8,2,1,1,211,Lost
15594,16,5,1.791759469,1044.97,4,4,3,443,Loyalist
15596,101,5,1.791759469,1117.57,2,4,3,243,At-Risk High Value
15597,36,1,0.693147181,172.71,3,1,1,311,Need Attention
15598,54,1,0.693147181,165.62,2,1,1,211,Lost
15599,27,2,1.098612289,478.92,3,2,3,323,Potential Loyalist
15601,12,14,2.708050201,3930.17,4,4,4,444,Champions
15602,9,9,2.302585093,1208.77,4,4,4,444,Champions
15603,79,1,0.693147181,48.48,2,1,1,211,Lost
15604,53,1,0.693147181,148.21,2,1,1,211,Lost
15605,37,5,1.791759469,859.03,3,4,3,343,Loyalist
15606,62,9,2.302585093,2339.66,2,4,4,244,At-Risk High Value
15607,337,1,0.693147181,59.04,1,1,1,111,Lost
15608,29,3,1.386294361,704.4,3,3,3,333,Potential Loyalist
15609,185,1,0.693147181,158.83,1,1,1,111,Lost
15610,52,1,0.693147181,91.66,2,1,1,211,Lost
15611,10,12,2.564949357,1503.01,4,4,4,444,Champions
15612,37,2,1.098612289,195.15,3,2,1,321,Need Attention
15615,11,17,2.890371758,6726.1,4,4,4,444,Champions
15618,33,3,1.386294361,525.09,3,3,3,333,Potential Loyalist
15619,11,1,0.693147181,336.4,4,1,2,412,New Customers
15620,57,3,1.386294361,947.13,2,3,3,233,At-Risk High Value
15621,5,3,1.386294361,1091.91,4,3,3,433,Promising
15622,44,5,1.791759469,2013.03,3,4,4,344,Loyalist
15623,142,1,0.693147181,205.83,2,1,1,211,Lost
15624,117,4,1.609437912,446.53,2,3,2,232,Lost
15625,104,4,1.609437912,949.71,2,3,3,233,At-Risk High Value
15626,75,2,1.098612289,400.34,2,2,2,222,Lost
15628,5,9,2.302585093,1922.63,4,4,4,444,Champions
15630,46,2,1.098612289,795.77,3,2,3,323,Potential Loyalist
15632,16,8,2.197224577,1765.15,4,4,4,444,Champions
15634,18,1,0.693147181,151.25,4,1,1,411,New Customers
15636,90,2,1.098612289,594.56,2,2,3,223,At-Risk High Value
15637,53,1,0.693147181,189.65,2,1,1,211,Lost
15639,135,1,0.693147181,163.17,2,1,1,211,Lost
15640,5,15,2.772588722,8918.17,4,4,4,444,Champions
15641,106,4,1.609437912,1184.02,2,3,4,234,At-Risk High Value
15643,192,2,1.098612289,476.05,1,2,2,122,Lost
15644,167,3,1.386294361,421.4,1,3,2,132,Lost
15645,19,1,0.693147181,472.32,3,1,2,312,Need Attention
15646,158,3,1.386294361,257.08,1,3,2,132,Lost
15648,205,2,1.098612289,567.7,1,2,3,123,At-Risk High Value
15649,337,2,1.098612289,816,1,2,3,123,At-Risk High Value
15651,37,2,1.098612289,519.66,3,2,3,323,Potential Loyalist
15652,92,1,0.693147181,252.18,2,1,2,212,Lost
15653,93,2,1.098612289,442.32,2,2,2,222,Lost
15654,10,2,1.098612289,764.73,4,2,3,423,Promising
15655,244,1,0.693147181,256.11,1,1,2,112,Lost
15656,46,4,1.609437912,581.94,3,3,3,333,Potential Loyalist
15657,23,1,0.693147181,30,3,1,1,311,Need Attention
15658,191,5,1.791759469,686.25,1,4,3,143,At-Risk High Value
15659,44,1,0.693147181,192.45,3,1,1,311,Need Attention
15660,26,6,1.945910149,1155.82,3,4,4,344,Loyalist
15661,318,2,1.098612289,296.6,1,2,2,122,Lost
15663,107,1,0.693147181,93.14,2,1,1,211,Lost
15664,51,1,0.693147181,236.47,3,1,2,312,Need Attention
15665,169,2,1.098612289,1127.29,1,2,3,123,At-Risk High Value
15667,40,1,0.693147181,181.08,3,1,1,311,Need Attention
15668,218,1,0.693147181,76.32,1,1,1,111,Lost
15669,41,4,1.609437912,549.84,3,3,3,333,Potential Loyalist
15670,297,1,0.693147181,119.95,1,1,1,111,Lost
15671,19,7,2.079441542,2168.07,3,4,4,344,Loyalist
15673,89,4,1.609437912,2057.1,2,3,4,234,At-Risk High Value
15674,74,5,1.791759469,1579.91,2,4,4,244,At-Risk High Value
15675,82,3,1.386294361,272.89,2,3,2,232,Lost
15676,19,3,1.386294361,1830.98,3,3,4,334,Potential Loyalist
15677,50,1,0.693147181,435.78,3,1,2,312,Need Attention
15678,53,1,0.693147181,248.7,2,1,2,212,Lost
15679,25,4,1.609437912,535.32,3,3,3,333,Potential Loyalist
15680,10,3,1.386294361,982.12,4,3,3,433,Promising
15681,26,4,1.609437912,1256.4,3,3,4,334,Potential Loyalist
15683,118,1,0.693147181,156.55,2,1,1,211,Lost
15687,9,8,2.197224577,1897.7,4,4,4,444,Champions
15689,120,2,1.098612289,224.1,2,2,2,222,Lost
15690,5,2,1.098612289,197.52,4,2,1,421,Promising
15691,253,1,0.693147181,136.8,1,1,1,111,Lost
15692,29,1,0.693147181,126.78,3,1,1,311,Need Attention
15694,1,14,2.708050201,6182.9,4,4,4,444,Champions
15695,267,1,0.693147181,283.38,1,1,2,112,Lost
15696,34,8,2.197224577,1836.43,3,4,4,344,Loyalist
15699,18,1,0.693147181,244.55,4,1,2,412,New Customers
15700,173,2,1.098612289,352.74,1,2,2,122,Lost
15701,3,4,1.609437912,855.48,4,3,3,433,Promising
15703,265,1,0.693147181,211.5,1,1,1,111,Lost
15704,141,3,1.386294361,1795.44,2,3,4,234,At-Risk High Value
15705,202,1,0.693147181,95.4,1,1,1,111,Lost
15706,64,4,1.609437912,691.21,2,3,3,233,At-Risk High Value
15707,36,4,1.609437912,614.61,3,3,3,333,Potential Loyalist
15708,41,7,2.079441542,2182.54,3,4,4,344,Loyalist
15709,284,1,0.693147181,133.25,1,1,1,111,Lost
15712,10,5,1.791759469,774.61,4,4,3,443,Loyalist
15713,144,2,1.098612289,341.7,1,2,2,122,Lost
15714,12,2,1.098612289,280.95,4,2,2,422,Promising
15716,146,4,1.609437912,999.06,1,3,3,133,At-Risk High Value
15717,235,1,0.693147181,150.3,1,1,1,111,Lost
15719,33,13,2.63905733,3000.46,3,4,4,344,Loyalist
15720,25,1,0.693147181,410.64,3,1,2,312,Need Attention
15721,12,1,0.693147181,301.73,4,1,2,412,New Customers
15722,36,4,1.609437912,1849.81,3,3,4,334,Potential Loyalist
15723,365,1,0.693147181,150.65,1,1,1,111,Lost
15724,202,2,1.098612289,207.75,1,2,1,121,Lost
15725,16,1,0.693147181,313.74,4,1,2,412,New Customers
15727,17,7,2.079441542,3374.7,4,4,4,444,Champions
15729,213,1,0.693147181,55,1,1,1,111,Lost
15730,66,3,1.386294361,734.84,2,3,3,233,At-Risk High Value
15732,213,2,1.098612289,183.62,1,2,1,121,Lost
15733,283,1,0.693147181,112.6,1,1,1,111,Lost
15734,115,2,1.098612289,1025.05,2,2,3,223,At-Risk High Value
15737,15,7,2.079441542,811.76,4,4,3,443,Loyalist
15738,19,15,2.772588722,4400.05,3,4,4,344,Loyalist
15739,67,1,0.693147181,425.32,2,1,2,212,Lost
15740,50,1,0.693147181,120.94,3,1,1,311,Need Attention
15743,17,4,1.609437912,528.71,4,3,3,433,Promising
15744,78,1,0.693147181,20.88,2,1,1,211,Lost
15745,20,4,1.609437912,922.14,3,3,3,333,Potential Loyalist
15746,135,1,0.693147181,140.4,2,1,1,211,Lost
15747,13,3,1.386294361,588.78,4,3,3,433,Promising
15748,41,1,0.693147181,130.86,3,1,1,311,Need Attention
15749,236,2,1.098612289,44534.3,1,2,4,124,At-Risk High Value
15750,3,7,2.079441542,1570.32,4,4,4,444,Champions
15752,40,7,2.079441542,1249.97,3,4,4,344,Loyalist
15753,305,1,0.693147181,79.2,1,1,1,111,Lost
15754,52,3,1.386294361,276.77,2,3,2,232,Lost
15755,11,6,1.945910149,1653.22,4,4,4,444,Champions
15756,62,4,1.609437912,298.86,2,3,2,232,Lost
15757,66,2,1.098612289,437.72,2,2,2,222,Lost
15758,25,1,0.693147181,128.85,3,1,1,311,Need Attention
15759,219,3,1.386294361,253.04,1,3,2,132,Lost
15762,66,2,1.098612289,403.37,2,2,2,222,Lost
15763,32,2,1.098612289,591.32,3,2,3,323,Potential Loyalist
15764,89,4,1.609437912,1683.47,2,3,4,234,At-Risk High Value
15766,65,1,0.693147181,167.58,2,1,1,211,Lost
15768,116,3,1.386294361,501.68,2,3,3,233,At-Risk High Value
15769,8,22,3.135494216,38842.88,4,4,4,444,Champions
15773,6,1,0.693147181,628.6,4,1,3,413,New Customers
15774,69,1,0.693147181,208.6,2,1,1,211,Lost
15775,246,1,0.693147181,59.9,1,1,1,111,Lost
15776,134,1,0.693147181,221.76,2,1,2,212,Lost
15777,242,3,1.386294361,1001.51,1,3,3,133,At-Risk High Value
15780,184,3,1.386294361,388.13,1,3,2,132,Lost
15781,26,3,1.386294361,300.46,3,3,2,332,Potential Loyalist
15782,10,3,1.386294361,1738.78,4,3,4,434,Promising
15783,11,1,0.693147181,181.5,4,1,1,411,New Customers
15785,33,4,1.609437912,2002.75,3,3,4,334,Potential Loyalist
15786,47,2,1.098612289,1621.66,3,2,4,324,Potential Loyalist
15787,27,2,1.098612289,615.38,3,2,3,323,Potential Loyalist
15789,359,1,0.693147181,192.34,1,1,1,111,Lost
15790,11,1,0.693147181,163.85,4,1,1,411,New Customers
15791,44,2,1.098612289,1157.59,3,2,4,324,Potential Loyalist
15793,15,3,1.386294361,965.61,4,3,3,433,Promising
15795,150,1,0.693147181,250.31,1,1,2,112,Lost
15796,2,8,2.197224577,1895.66,4,4,4,444,Champions
15797,114,4,1.609437912,1962.6,2,3,4,234,At-Risk High Value
15799,76,3,1.386294361,725.84,2,3,3,233,At-Risk High Value
15800,108,2,1.098612289,491.82,2,2,3,223,At-Risk High Value
15801,47,3,1.386294361,606.99,3,3,3,333,Potential Loyalist
15802,143,1,0.693147181,451.42,1,1,2,112,Lost
15803,52,1,0.693147181,381.82,2,1,2,212,Lost
15804,1,13,2.63905733,2758.84,4,4,4,444,Champions
15805,24,13,2.63905733,3027.32,3,4,4,344,Loyalist
15806,47,3,1.386294361,703.22,3,3,3,333,Potential Loyalist
15807,51,2,1.098612289,427.14,3,2,2,322,Need Attention
15808,307,4,1.609437912,2742.47,1,3,4,134,At-Risk High Value
15809,37,5,1.791759469,442.27,3,4,2,342,Loyalist
15810,79,4,1.609437912,727.23,2,3,3,233,At-Risk High Value
15811,23,6,1.945910149,1501.13,3,4,4,344,Loyalist
15812,108,5,1.791759469,1542.99,2,4,4,244,At-Risk High Value
15813,208,2,1.098612289,929.61,1,2,3,123,At-Risk High Value
15814,17,3,1.386294361,1727.55,4,3,4,434,Promising
15815,64,5,1.791759469,1320.7,2,4,4,244,At-Risk High Value
15819,50,4,1.609437912,943.04,3,3,3,333,Potential Loyalist
15820,320,1,0.693147181,206.98,1,1,1,111,Lost
15821,45,2,1.098612289,462.61,3,2,2,322,Need Attention
15822,4,2,1.098612289,772.07,4,2,3,423,Promising
15823,373,1,0.693147181,15,1,1,1,111,Lost
15825,173,1,0.693147181,446.12,1,1,2,112,Lost
15826,57,2,1.098612289,1145.09,2,2,3,223,At-Risk High Value
15827,74,11,2.48490665,1395.09,2,4,4,244,At-Risk High Value
15829,100,2,1.098612289,465.8,2,2,2,222,Lost
15830,38,1,0.693147181,280.68,3,1,2,312,Need Attention
15831,59,3,1.386294361,613.08,2,3,3,233,At-Risk High Value
15832,255,1,0.693147181,299.81,1,1,2,112,Lost
15834,71,3,1.386294361,1182.06,2,3,4,234,At-Risk High Value
15835,45,4,1.609437912,611.89,3,3,3,333,Potential Loyalist
15836,51,1,0.693147181,114.67,3,1,1,311,Need Attention
15837,65,1,0.693147181,326.54,2,1,2,212,Lost
15838,12,15,2.772588722,26240.76,4,4,4,444,Champions
15839,34,3,1.386294361,597.8,3,3,3,333,Potential Loyalist
15840,59,2,1.098612289,264.55,2,2,2,222,Lost
15841,73,4,1.609437912,927.44,2,3,3,233,At-Risk High Value
15843,304,1,0.693147181,75.75,1,1,1,111,Lost
15844,47,1,0.693147181,59.34,3,1,1,311,Need Attention
15845,18,8,2.197224577,2536.76,4,4,4,444,Champions
15847,39,2,1.098612289,279.97,3,2,2,322,Need Attention
15850,20,2,1.098612289,164.3,3,2,1,321,Need Attention
15852,187,2,1.098612289,117.82,1,2,1,121,Lost
15853,52,1,0.693147181,69.7,2,1,1,211,Lost
15854,5,10,2.397895273,2348.43,4,4,4,444,Champions
15855,137,5,1.791759469,531.66,2,4,3,243,At-Risk High Value
15856,5,21,3.091042453,12663.18,4,4,4,444,Champions
15857,19,1,0.693147181,165.9,3,1,1,311,Need Attention
15858,16,5,1.791759469,948.21,4,4,3,443,Loyalist
15860,41,8,2.197224577,757.04,3,4,3,343,Loyalist
15861,13,6,1.945910149,1720.09,4,4,4,444,Champions
15862,9,4,1.609437912,632.5,4,3,3,433,Promising
15863,26,2,1.098612289,56.08,3,2,1,321,Need Attention
15864,23,6,1.945910149,1621.14,3,4,4,344,Loyalist
15865,41,3,1.386294361,693.09,3,3,3,333,Potential Loyalist
15866,102,1,0.693147181,121.41,2,1,1,211,Lost
15867,6,15,2.772588722,2108.11,4,4,4,444,Champions
15869,278,1,0.693147181,132.24,1,1,1,111,Lost
15870,33,1,0.693147181,187.45,3,1,1,311,Need Attention
15872,15,1,0.693147181,158.57,4,1,1,411,New Customers
15874,64,6,1.945910149,3311.13,2,4,4,244,At-Risk High Value
15877,2,2,1.098612289,366.27,4,2,2,422,Promising
15880,370,1,0.693147181,181.11,1,1,1,111,Lost
15881,313,3,1.386294361,481.29,1,3,3,133,At-Risk High Value
15882,199,2,1.098612289,367.5,1,2,2,122,Lost
15883,3,2,1.098612289,298.37,4,2,2,422,Promising
15885,93,3,1.386294361,234.65,2,3,2,232,Lost
15886,61,1,0.693147181,181.09,2,1,1,211,Lost
15888,81,1,0.693147181,154.79,2,1,1,211,Lost
15889,157,2,1.098612289,313.82,1,2,2,122,Lost
15891,227,1,0.693147181,309.84,1,1,2,112,Lost
15894,254,2,1.098612289,197.48,1,2,1,121,Lost
15895,150,1,0.693147181,175.42,1,1,1,111,Lost
15897,195,1,0.693147181,202.76,1,1,1,111,Lost
15898,2,5,1.791759469,1096.21,4,4,3,443,Loyalist
15899,369,1,0.693147181,56.25,1,1,1,111,Lost
15900,24,1,0.693147181,197.09,3,1,1,311,Need Attention
15901,17,3,1.386294361,271.86,4,3,2,432,Potential Loyalist
15903,10,7,2.079441542,2722.2,4,4,4,444,Champions
15904,9,1,0.693147181,129.15,4,1,1,411,New Customers
15906,20,5,1.791759469,1276.96,3,4,4,344,Loyalist
15907,4,3,1.386294361,529.99,4,3,3,433,Promising
15909,174,1,0.693147181,91.14,1,1,1,111,Lost
15910,1,8,2.197224577,933.72,4,4,3,443,Loyalist
15912,179,2,1.098612289,247.4,1,2,2,122,Lost
15916,17,7,2.079441542,1223.77,4,4,4,444,Champions
15917,248,1,0.693147181,112.9,1,1,1,111,Lost
15918,191,2,1.098612289,246.53,1,2,2,122,Lost
15919,20,2,1.098612289,273.67,3,2,2,322,Need Attention
15920,155,1,0.693147181,129.95,1,1,1,111,Lost
15921,173,1,0.693147181,323.03,1,1,2,112,Lost
15922,374,1,0.693147181,304.1,1,1,2,112,Lost
15923,373,1,0.693147181,115.98,1,1,1,111,Lost
15925,195,1,0.693147181,185.35,1,1,1,111,Lost
15930,68,1,0.693147181,241.63,2,1,2,212,Lost
15932,5,8,2.197224577,2078.25,4,4,4,444,Champions
15933,22,3,1.386294361,737.89,3,3,3,333,Potential Loyalist
15935,240,2,1.098612289,361.66,1,2,2,122,Lost
15937,65,1,0.693147181,85.95,2,1,1,211,Lost
15938,113,5,1.791759469,359.58,2,4,2,242,At-Risk High Value
15939,90,14,2.708050201,5790.89,2,4,4,244,At-Risk High Value
15940,312,1,0.693147181,35.8,1,1,1,111,Lost
15942,134,1,0.693147181,286.68,2,1,2,212,Lost
15944,277,1,0.693147181,289.7,1,1,2,112,Lost
15945,366,1,0.693147181,181,1,1,1,111,Lost
15947,83,1,0.693147181,734.08,2,1,3,213,At-Risk High Value
15948,9,2,1.098612289,405.94,4,2,2,422,Promising
15949,17,2,1.098612289,243.62,4,2,2,422,Promising
15950,32,4,1.609437912,1029.09,3,3,3,333,Potential Loyalist
15951,9,2,1.098612289,554.3,4,2,3,423,Promising
15952,34,4,1.609437912,617.86,3,3,3,333,Potential Loyalist
15953,16,8,2.197224577,1399.43,4,4,4,444,Champions
15955,25,10,2.397895273,3117,3,4,4,344,Loyalist
15957,32,1,0.693147181,362.13,3,1,2,312,Need Attention
15958,75,1,0.693147181,96.1,2,1,1,211,Lost
15963,20,2,1.098612289,346.11,3,2,2,322,Need Attention
15965,18,3,1.386294361,653.41,4,3,3,433,Promising
15967,24,2,1.098612289,302.72,3,2,2,322,Need Attention
15969,3,3,1.386294361,550.4,4,3,3,433,Promising
15970,304,1,0.693147181,98.7,1,1,1,111,Lost
15971,18,11,2.48490665,3896.75,4,4,4,444,Champions
15973,367,1,0.693147181,307.82,1,1,2,112,Lost
15974,40,7,2.079441542,2348.98,3,4,4,344,Loyalist
15975,85,1,0.693147181,205.65,2,1,1,211,Lost
15976,166,2,1.098612289,294.06,1,2,2,122,Lost
15977,18,2,1.098612289,579.17,4,2,3,423,Promising
15978,78,1,0.693147181,750.44,2,1,3,213,At-Risk High Value
15980,89,2,1.098612289,1944.81,2,2,4,224,At-Risk High Value
15981,25,8,2.197224577,1496.58,3,4,4,344,Loyalist
15983,23,4,1.609437912,1181.34,3,3,4,334,Potential Loyalist
15984,3,10,2.397895273,2274.91,4,4,4,444,Champions
15985,124,2,1.098612289,899.42,2,2,3,223,At-Risk High Value
15986,31,1,0.693147181,99.68,3,1,1,311,Need Attention
15987,13,6,1.945910149,1224.35,4,4,4,444,Champions
15988,20,1,0.693147181,142.18,3,1,1,311,Need Attention
15990,45,2,1.098612289,567.66,3,2,3,323,Potential Loyalist
15992,4,1,0.693147181,28.47,4,1,1,411,New Customers
15993,9,5,1.791759469,1900.55,4,4,4,444,Champions
15994,55,1,0.693147181,333.57,2,1,2,212,Lost
15996,89,6,1.945910149,778.83,2,4,3,243,At-Risk High Value
15998,37,5,1.791759469,1516.17,3,4,4,344,Loyalist
16000,3,1,0.693147181,10682.5,4,1,4,414,New Customers
16003,30,4,1.609437912,1927.13,3,3,4,334,Potential Loyalist
16005,13,3,1.386294361,369.31,4,3,2,432,Potential Loyalist
16006,212,1,0.693147181,101.4,1,1,1,111,Lost
16007,48,4,1.609437912,996.68,3,3,3,333,Potential Loyalist
16008,24,3,1.386294361,349.78,3,3,2,332,Potential Loyalist
16009,23,4,1.609437912,655.01,3,3,3,333,Potential Loyalist
16010,246,3,1.386294361,319.05,1,3,2,132,Lost
16011,9,16,2.833213344,2393.46,4,4,4,444,Champions
16012,36,3,1.386294361,1080.06,3,3,3,333,Potential Loyalist
16013,4,28,3.36729583,36512.2,4,4,4,444,Champions
16014,38,3,1.386294361,391.31,3,3,2,332,Potential Loyalist
16015,4,3,1.386294361,450.68,4,3,2,432,Potential Loyalist
16016,4,7,2.079441542,1055.65,4,4,3,443,Loyalist
16017,48,1,0.693147181,158.16,3,1,1,311,Need Attention
16018,40,2,1.098612289,397,3,2,2,322,Need Attention
16019,47,9,2.302585093,2841.89,3,4,4,344,Loyalist
16020,17,2,1.098612289,577.73,4,2,3,423,Promising
16022,261,1,0.693147181,429.28,1,1,2,112,Lost
16023,47,3,1.386294361,473.6,3,3,2,332,Potential Loyalist
16024,13,1,0.693147181,172.39,4,1,1,411,New Customers
16025,30,1,0.693147181,244,3,1,2,312,Need Attention
16026,44,1,0.693147181,149.14,3,1,1,311,Need Attention
16027,92,6,1.945910149,919.87,2,4,3,243,At-Risk High Value
16029,39,39,3.688879454,67356.44,3,4,4,344,Loyalist
16030,310,1,0.693147181,252.34,1,1,2,112,Lost
16031,93,2,1.098612289,352.66,2,2,2,222,Lost
16033,6,18,2.944438979,5811.53,4,4,4,444,Champions
16034,197,3,1.386294361,371.55,1,3,2,132,Lost
16036,88,2,1.098612289,380.79,2,2,2,222,Lost
16037,270,3,1.386294361,649.82,1,3,3,133,At-Risk High Value
16038,8,3,1.386294361,348.68,4,3,2,432,Potential Loyalist
16040,66,3,1.386294361,1006.8,2,3,3,233,At-Risk High Value
16041,31,2,1.098612289,3166.4,3,2,4,324,Potential Loyalist
16042,23,4,1.609437912,658.89,3,3,3,333,Potential Loyalist
16043,38,4,1.609437912,546.44,3,3,3,333,Potential Loyalist
16045,120,4,1.609437912,796.9,2,3,3,233,At-Risk High Value
16048,374,1,0.693147181,87.84,1,1,1,111,Lost
16049,41,3,1.386294361,609.86,3,3,3,333,Potential Loyalist
16050,174,1,0.693147181,137.9,1,1,1,111,Lost
16052,55,1,0.693147181,306.86,2,1,2,212,Lost
16053,33,2,1.098612289,734.7,3,2,3,323,Potential Loyalist
16054,146,1,0.693147181,412.71,1,1,2,112,Lost
16055,221,1,0.693147181,134.8,1,1,1,111,Lost
16056,46,1,0.693147181,450.47,3,1,2,312,Need Attention
16057,17,4,1.609437912,1518.83,4,3,4,434,Promising
16059,66,6,1.945910149,936.51,2,4,3,243,At-Risk High Value
16062,10,4,1.609437912,819.17,4,3,3,433,Promising
16063,261,1,0.693147181,180.23,1,1,1,111,Lost
16065,366,1,0.693147181,243.54,1,1,2,112,Lost
16066,17,5,1.791759469,1233.7,4,4,4,444,Champions
16070,23,2,1.098612289,537.74,3,2,3,323,Potential Loyalist
